state_fips,weight,income,urban
1,6259.3,"$41,700",0
1,5135.3,"$62,200",1
1,6307.7,"$80,800",1
1,7846.5,"$30,800",1
1,5172.3,"$23,200",1
1,5766.0,"$37,800",0
1,5334.9,"$35,300",1
1,5927.4,"$23,500",0
1,5641.9,"$21,600",1
1,4355.7,"$44,500",1
1,4373.0,"$86,100",1
1,4723.7,"$77,600",0
1,2076.2,"$35,800",1
1,4827.5,"$36,300",1
1,8322.5,"$21,900",0
1,7140.3,"$40,700",1
1,4543.3,"$43,200",1
1,4124.1,"$29,400",0
1,7104.1,"$29,700",0
1,5805.3,"$107,200",0
1,4606.3,"$32,400",0
1,4125.7,"$81,000",0
1,4191.8,"$45,300",1
1,6635.5,"$88,000",1
1,3765.1,"$29,900",0
1,5879.9,"$33,700",0
1,5043.2,"$33,100",1
1,3626.6,"$26,500",1
1,9178.9,"$40,900",0
1,5349.3,"$27,900",0
1,8475.0,"$46,300",0
1,5169.4,"$43,300",1
1,4572.3,"$52,000",1
1,3721.4,"$39,500",1
1,5297.7,"$66,400",1
1,5814.7,"$35,700",1
1,3605.0,"$72,600",0
1,3925.1,"$30,500",1
1,8771.6,"$35,900",0
1,3760.6,"$70,900",0
1,6182.5,"$35,500",1
1,5748.8,"$44,800",0
1,5746.4,"$50,200",0
1,4544.3,"$67,700",1
1,5837.7,"$49,300",0
1,5766.1,"$61,400",0
1,3219.5,"$57,400",1
1,4796.6,"$45,600",0
1,8221.7,"$66,600",1
1,5136.0,"$87,900",1
1,5748.5,"$49,600",1
1,4145.6,"$66,900",1
1,8061.0,"$50,500",1
1,5954.8,"$43,000",1
1,9543.9,"$67,000",1
1,5054.7,"$35,200",1
1,5168.9,"$57,000",0
1,6795.2,"$37,300",1
1,2538.5,"$45,500",0
1,3890.6,"$45,300",1
1,6037.7,"$44,500",0
1,5098.7,"$47,400",1
1,4787.6,"$74,400",1
1,6574.2,"$56,200",1
1,5205.3,"$42,300",0
1,4571.2,"$40,700",1
1,3958.4,"$40,800",1
1,5420.8,"$39,800",0
1,4391.9,"$15,700",1
1,5637.5,"$81,600",1
1,4878.6,"$48,000",0
1,7475.3,"$58,900",0
1,4176.7,"$31,900",1
1,4780.1,"$21,700",0
1,6011.7,"$29,500",1
1,4475.8,"$23,600",0
1,4919.0,"$57,200",1
1,4810.5,"$40,300",0
1,4921.2,"$41,300",1
1,6816.3,"$45,300",1
1,4020.1,"$28,000",1
1,6242.0,"$45,500",1
1,4212.2,"$80,600",0
1,6858.3,"$40,200",1
1,9724.6,"$44,300",1
1,5323.7,"$35,000",0
1,5411.8,"$110,100",0
1,7970.4,"$31,400",1
