state_fips,weight,income,urban
1,6469.7,"$46,700",1
1,6854.4,"$31,800",1
1,3212.0,"$35,000",1
1,5456.6,"$31,100",0
1,7193.5,"$77,300",1
1,3784.9,"$95,800",1
1,5043.7,"$20,000",1
1,4870.8,"$38,600",1
1,4465.9,"$48,400",1
1,3657.0,"$34,700",0
1,9434.0,"$18,100",0
1,3500.4,"$49,600",1
1,5688.2,"$57,700",1
1,3622.1,"$31,900",1
1,3486.6,"$40,000",0
1,4621.7,"$63,100",1
1,3669.8,"$35,900",1
1,4504.0,"$40,700",1
1,5028.5,"$24,800",1
1,4157.7,"$28,900",0
1,6062.1,"$22,200",1
1,6854.6,"$51,200",1
1,4649.0,"$31,100",0
1,7689.8,"$52,800",1
1,9340.7,"$48,400",0
1,6282.6,"$110,500",0
1,3091.5,"$30,900",0
1,4363.9,"$47,900",0
1,3318.4,"$28,400",1
1,4443.2,"$62,600",1
1,8206.9,"$49,800",1
1,5783.3,"$92,200",1
1,2965.0,"$31,100",1
1,5376.1,"$68,200",0
1,4934.5,"$30,900",1
1,3363.4,"$38,700",0
1,8646.0,"$63,500",0
1,4540.3,"$58,300",1
1,4431.6,"$23,400",0
1,11049.5,"$37,300",1
1,3250.0,"$32,500",1
1,3864.7,"$86,900",1
1,5325.7,"$47,400",0
1,8187.0,"$35,700",0
1,5132.6,"$43,900",1
1,4791.7,"$43,800",1
1,8161.5,"$23,100",1
1,5343.7,"$44,600",1
1,5343.8,"$32,000",0
1,3831.8,"$63,900",1
1,5722.0,"$27,700",1
1,3573.7,"$64,200",0
1,9117.9,"$42,900",0
1,6416.5,"$28,600",1
1,5277.9,"$47,700",1
1,5654.5,"$41,900",0
1,5579.1,"$27,500",0
1,4522.0,"$30,100",0
1,3849.9,"$42,800",1
1,4977.0,"$68,100",0
1,4948.7,"$31,900",1
1,4372.8,"$37,800",1
1,3574.5,"$63,400",0
1,3479.4,"$30,700",0
1,7120.0,"$23,800",1
1,5903.0,"$28,500",0
1,5765.5,"$49,200",0
1,4630.9,"$93,500",0
1,4411.1,"$55,700",1
1,5459.9,"$37,700",1
1,6508.5,"$26,800",0
1,6822.9,"$47,900",1
1,5345.9,"$80,900",0
1,5426.9,"$27,000",0
1,7205.9,"$33,800",0
1,5082.2,"$57,800",1
1,5611.6,"$29,100",0
1,9526.8,"$53,800",1
1,5984.6,"$49,200",0
1,5430.7,"$37,000",1
1,4899.2,"$60,000",0
1,6424.6,"$19,900",1
1,5068.4,"$25,100",0
1,3847.9,"$31,600",0
1,5059.1,"$57,600",1
1,4737.2,"$63,600",1
1,3465.9,"$27,400",1
1,4737.6,"$51,100",1
1,8545.1,"$43,600",1
1,3180.1,"$77,300",0
1,4149.3,"$35,100",0
1,3778.7,"$35,300",1
1,6773.0,"$31,100",1
1,5525.5,"$31,200",1
1,5943.2,"$22,200",1
1,6422.7,"$27,200",0
1,5623.5,"$54,500",0
1,8198.7,"$116,700",1
1,3605.6,"$23,800",1
1,5006.3,"$19,300",1
1,6772.5,"$43,900",0
1,3861.1,"$61,000",0
1,4908.5,"$37,000",1
1,5723.0,"$65,100",0
1,6280.2,"$28,000",0
1,5281.9,"$46,900",1
1,4533.9,"$70,400",1
1,5988.1,"$27,000",0
1,4472.5,"$45,500",0
1,3703.6,"$49,700",1
1,4337.1,"$37,500",0
1,3704.9,"$61,100",0
1,6934.1,"$41,500",0
1,4668.3,"$40,900",1
1,3523.2,"$44,300",1
1,4356.4,"$21,300",1
1,5645.8,"$57,100",0
1,5262.4,"$54,600",0
1,9357.0,"$48,500",1
1,7751.7,"$52,400",0
1,4991.1,"$48,000",0
1,6074.2,"$51,300",0
1,5654.7,"$41,900",0
1,4902.3,"$44,200",0
1,4726.2,"$48,900",1
1,5381.1,"$39,700",1
1,5544.5,"$35,300",1
1,4754.5,"$27,200",1
1,4886.0,"$14,700",1
1,4421.4,"$46,500",1
1,4921.5,"$55,100",1
1,4895.7,"$22,600",0
1,4148.2,"$32,500",0
1,8007.4,"$43,200",0
1,7775.9,"$69,000",0
1,4299.9,"$46,400",0
1,4242.8,"$43,500",0
1,6467.6,"$52,900",1
1,7345.7,"$36,500",1
1,5442.0,"$39,300",0
1,6840.0,"$94,800",1
1,5091.3,"$15,900",1
1,6001.9,"$26,900",1
1,5752.0,"$38,000",0
1,6590.4,"$38,600",0
1,5231.5,"$51,700",1
1,4886.8,"$24,200",0
1,4942.8,"$35,600",1
1,5256.9,"$32,700",1
1,3879.7,"$62,100",1
1,5256.0,"$40,000",0
1,6055.2,"$38,100",1
1,5629.1,"$30,600",0
1,6814.9,"$49,100",1
1,4986.4,"$26,400",1
1,3422.9,"$77,600",1
1,5683.3,"$38,300",0
1,3498.8,"$39,100",0
1,4049.4,"$64,400",1
1,5367.2,"$47,700",1
1,6458.3,"$79,000",1
1,2787.1,"$57,600",0
1,6039.8,"$60,900",1
1,5152.7,"$46,800",1
1,6445.1,"$65,900",1
1,9883.5,"$27,100",1
1,4273.1,"$44,900",1
1,3547.1,"$56,800",1
1,5521.2,"$59,400",0
1,4502.9,"$27,100",1
1,4307.6,"$34,400",1
1,4902.0,"$56,700",0
1,3713.8,"$17,200",0
1,7207.3,"$27,700",1
1,2924.4,"$40,300",0
1,3527.5,"$37,300",0
1,9757.7,"$61,500",1
1,4846.9,"$34,300",0
1,4878.9,"$47,800",0
1,5553.3,"$64,100",0
1,4281.1,"$33,500",0
1,3894.2,"$32,800",1
1,3042.8,"$40,000",1
1,2926.3,"$34,700",1
1,4944.5,"$16,700",1
1,5205.9,"$65,100",1
1,3094.1,"$45,700",0
1,3706.2,"$51,900",0
1,6413.0,"$47,300",1
1,6369.9,"$101,600",0
1,4746.4,"$27,600",1
1,6184.5,"$52,600",0
1,3096.8,"$67,300",1
1,5562.0,"$50,500",0
1,7212.3,"$27,300",1
1,3553.0,"$25,700",0
1,7466.0,"$61,600",1
1,7831.3,"$73,100",0
1,6157.0,"$39,500",1
1,4956.6,"$65,400",0
2,10041.4,"$14,900",0
2,7736.8,"$47,200",0
2,7057.7,"$70,600",1
2,11157.3,"$52,200",0
2,8586.2,"$54,200",0
2,4729.9,"$40,600",0
2,8930.0,"$37,100",1
2,5437.2,"$88,500",1
2,7932.1,"$21,500",1
2,5479.3,"$55,600",0
2,9604.6,"$35,300",0
2,5319.9,"$87,400",0
2,6586.9,"$67,400",1
2,7092.4,"$65,400",0
2,7144.1,"$17,500",0
2,6884.8,"$49,100",1
2,6805.5,"$47,200",0
2,6389.9,"$55,300",0
2,12551.8,"$36,900",0
2,6792.2,"$46,400",0
2,8575.8,"$27,100",0
2,6555.8,"$43,600",0
2,8263.2,"$29,300",1
2,5019.2,"$109,400",0
2,11734.7,"$51,100",1
2,7920.8,"$63,100",0
2,8255.7,"$43,500",0
2,6619.0,"$64,300",0
2,6181.7,"$42,400",0
2,7145.1,"$65,700",0
2,6327.6,"$42,400",0
2,5231.2,"$73,300",0
2,9998.5,"$41,700",0
2,5981.5,"$32,400",0
2,5300.2,"$79,900",0
2,9187.6,"$28,300",0
2,12416.9,"$41,300",0
2,7509.7,"$15,900",0
2,9378.1,"$71,700",1
2,8691.4,"$29,400",0
2,9112.7,"$51,000",0
2,6564.1,"$63,600",0
2,8261.0,"$42,000",1
2,5783.0,"$51,700",1
2,8525.3,"$27,300",0
2,6647.6,"$34,000",0
2,7032.4,"$51,000",0
2,7797.6,"$63,800",0
2,5970.4,"$67,100",0
2,9808.3,"$25,600",1
2,5330.4,"$87,100",0
2,5137.1,"$35,900",0
2,10215.6,"$27,800",0
2,4891.1,"$50,400",0
2,6296.6,"$29,000",1
2,7883.9,"$37,600",0
2,7646.7,"$67,300",0
2,5483.9,"$38,400",0
2,7170.1,"$24,600",1
2,6411.7,"$62,000",0
2,8458.0,"$32,100",0
2,7458.3,"$37,400",0
2,12455.4,"$34,500",1
2,5392.3,"$53,000",1
2,7808.6,"$27,300",1
2,12383.3,"$68,700",1
2,6697.5,"$59,500",0
2,4904.9,"$63,000",0
2,5527.3,"$35,800",1
2,9457.6,"$59,100",0
2,7285.1,"$26,200",1
2,11098.6,"$66,700",0
2,5423.6,"$52,700",0
2,7240.4,"$56,700",1
2,7974.8,"$82,600",1
2,7330.1,"$41,100",0
2,8552.9,"$47,900",0
2,10593.2,"$20,500",0
2,5923.6,"$37,000",0
2,4525.4,"$40,400",1
2,7912.0,"$38,000",0
2,12396.2,"$74,700",1
2,5936.7,"$15,400",0
2,6180.5,"$34,600",1
2,6009.5,"$35,300",0
2,7900.6,"$39,900",1
2,7988.4,"$34,100",1
2,10915.1,"$39,700",0
2,7906.0,"$28,200",0
2,4886.3,"$25,000",0
2,11074.7,"$29,300",0
2,11611.2,"$27,000",0
2,9428.1,"$29,800",1
2,5092.9,"$35,100",0
2,6952.3,"$38,600",0
2,3989.6,"$27,500",1
2,12660.9,"$64,300",0
2,4428.0,"$27,600",1
2,9128.7,"$31,900",0
2,6031.2,"$35,100",0
2,5558.2,"$68,900",0
2,7343.5,"$40,700",0
2,6705.2,"$51,800",0
2,5484.5,"$22,700",0
2,9033.1,"$42,000",1
2,4914.7,"$32,600",1
2,4743.9,"$48,900",1
2,7242.1,"$51,300",0
2,5432.2,"$27,100",0
2,5512.0,"$58,200",1
2,5033.9,"$34,900",0
2,4534.2,"$31,600",1
2,7402.4,"$55,500",1
2,8990.2,"$37,500",0
2,5746.9,"$60,500",0
2,4975.8,"$115,300",0
2,7399.9,"$90,100",0
2,6546.2,"$23,400",0
2,7503.8,"$68,900",0
2,10421.5,"$76,900",0
2,3616.0,"$62,200",0
2,9226.1,"$102,600",0
2,4528.1,"$45,000",1
2,5447.0,"$55,700",0
2,5172.4,"$52,100",0
2,6525.3,"$65,600",0
2,10044.8,"$52,400",0
2,6404.8,"$41,200",0
2,8322.3,"$25,000",0
2,10161.3,"$21,800",0
2,7949.3,"$50,400",0
2,5834.0,"$38,200",1
2,9015.8,"$47,600",1
2,7116.2,"$21,300",0
2,9877.4,"$76,200",0
2,6329.0,"$34,100",0
2,11953.7,"$61,900",1
2,8191.9,"$59,900",0
2,7834.0,"$55,300",0
2,13373.9,"$37,900",0
2,6624.6,"$27,200",0
2,7014.9,"$28,500",0
2,3952.3,"$56,300",0
2,5384.0,"$28,800",0
2,5629.4,"$30,600",0
2,7920.5,"$22,000",1
2,4773.8,"$21,500",1
2,7703.4,"$86,300",0
2,8106.5,"$71,400",1
2,7547.1,"$39,100",0
2,10054.0,"$51,200",0
2,5803.6,"$29,800",1
2,8122.5,"$23,800",0
2,5353.5,"$37,400",0
2,11117.0,"$54,500",0
2,14327.8,"$49,700",0
2,8305.3,"$20,300",1
2,6755.3,"$62,100",0
2,8268.0,"$24,500",1
2,7467.6,"$66,700",0
2,5813.8,"$51,800",1
2,8323.6,"$23,900",0
2,11829.3,"$45,500",0
