state_fips,weight,income,urban
1,6003.5,"$61,900",1
1,5082.6,"$51,500",0
1,4049.0,"$46,200",0
1,6681.4,"$26,900",1
1,3389.1,"$62,500",0
1,13300.7,"$86,900",0
1,8771.5,"$56,300",1
1,4459.6,"$41,900",1
1,7697.7,"$35,200",0
1,4294.9,"$38,000",1
1,6336.9,"$22,900",1
1,7293.6,"$35,900",0
1,4400.7,"$34,400",1
1,3942.8,"$68,900",0
1,6120.8,"$33,000",1
1,3813.5,"$52,500",1
1,3248.5,"$75,500",0
1,9465.3,"$52,400",0
1,4502.8,"$67,200",0
1,5794.6,"$35,000",1
1,6783.1,"$59,800",0
1,5620.2,"$33,000",0
1,3304.1,"$90,400",1
1,8369.4,"$23,100",0
1,5089.1,"$30,700",1
1,4876.4,"$27,700",1
1,3448.9,"$52,800",0
1,7268.4,"$40,300",1
1,3569.3,"$28,500",1
1,6944.8,"$34,600",0
1,5420.7,"$24,400",1
1,6534.7,"$19,900",1
1,2639.4,"$33,100",1
1,4422.5,"$43,900",1
1,6301.4,"$60,700",1
1,5057.3,"$90,100",0
1,5937.4,"$68,000",0
1,4649.8,"$42,900",0
1,4793.7,"$51,700",1
1,3515.4,"$45,100",0
1,2691.4,"$25,000",1
1,5380.3,"$34,200",0
1,4705.3,"$37,600",0
1,3563.7,"$14,900",0
1,4815.2,"$35,700",1
1,8747.6,"$41,700",1
1,6654.8,"$24,900",1
1,4277.4,"$58,600",1
1,4335.3,"$50,100",0
1,4681.9,"$47,900",1
1,5467.0,"$37,500",1
1,3993.8,"$35,100",1
1,4820.7,"$44,400",1
1,3024.1,"$23,500",1
1,7081.8,"$53,700",1
1,6703.2,"$13,300",1
1,4184.8,"$26,600",1
1,5346.5,"$44,800",1
1,8650.7,"$25,700",0
1,5932.1,"$47,700",1
1,5695.8,"$32,800",0
1,3902.5,"$53,500",0
1,5355.0,"$22,200",0
1,3914.6,"$38,100",0
1,4717.2,"$33,900",1
1,7296.5,"$76,000",1
1,7250.5,"$33,700",1
1,3954.6,"$21,400",1
1,6219.9,"$48,400",0
1,4429.8,"$61,400",0
1,8476.1,"$40,600",0
1,4866.0,"$58,800",0
1,4217.7,"$48,800",1
1,3248.2,"$42,400",1
1,4189.1,"$35,200",1
1,2249.3,"$26,900",0
1,5528.6,"$43,600",1
1,4230.3,"$28,400",1
1,4148.2,"$41,500",1
1,4530.9,"$87,300",0
1,5890.0,"$69,200",1
1,4489.5,"$45,100",1
1,5473.9,"$31,500",1
1,3691.7,"$28,500",1
1,3156.9,"$25,200",1
1,6989.5,"$32,400",0
1,7875.7,"$62,700",1
1,5378.3,"$47,900",0
1,5603.4,"$25,600",0
1,5121.2,"$21,000",0
1,4058.1,"$23,800",1
1,4325.5,"$54,800",1
1,6169.0,"$36,100",1
1,4062.1,"$39,700",1
1,5317.7,"$31,300",0
1,3732.0,"$29,700",0
1,8046.6,"$34,700",1
1,8642.2,"$64,700",1
1,4967.5,"$24,600",0
1,6815.3,"$34,000",0
1,7594.3,"$39,500",1
1,5477.0,"$16,200",1
1,8617.3,"$28,100",0
1,6785.6,"$46,400",1
1,4169.6,"$31,800",1
1,4546.5,"$42,500",1
1,5492.2,"$30,800",0
1,3369.9,"$78,400",1
1,4333.3,"$21,800",0
1,7152.1,"$58,300",0
1,4044.8,"$57,900",1
1,4715.6,"$42,800",1
1,7664.9,"$67,900",0
1,3982.0,"$43,800",1
1,8295.4,"$33,300",0
1,5388.3,"$52,100",1
1,5944.7,"$45,200",1
1,4181.5,"$72,400",1
1,5083.2,"$29,200",0
1,5265.6,"$25,400",0
1,4371.7,"$37,800",0
1,5051.7,"$50,400",1
1,5968.7,"$25,800",0
1,10797.1,"$37,400",1
1,3502.2,"$40,100",0
1,6507.8,"$55,000",0
1,3830.2,"$29,200",1
1,5740.5,"$43,400",1
1,5551.5,"$32,300",1
1,5867.1,"$62,600",1
1,3648.7,"$42,900",1
1,3232.9,"$74,200",1
1,4596.1,"$57,400",0
1,4239.8,"$34,000",0
1,5566.9,"$26,300",1
1,4584.3,"$34,100",1
1,5027.0,"$35,000",1
1,6643.4,"$25,700",1
1,4451.7,"$52,800",1
1,4737.0,"$41,600",0
1,5227.5,"$30,400",0
1,4883.7,"$35,000",1
1,7043.9,"$35,700",0
1,4558.4,"$42,300",0
1,6100.9,"$65,200",0
1,5533.5,"$38,300",1
1,5119.5,"$58,100",1
1,6060.0,"$33,400",1
1,6434.6,"$42,000",1
1,5783.4,"$49,800",1
1,5582.7,"$80,900",1
1,4949.0,"$41,200",1
1,3798.1,"$30,100",1
1,5670.6,"$49,300",1
1,4591.9,"$44,300",0
1,4072.1,"$34,500",0
1,4199.4,"$53,300",1
1,4840.8,"$50,700",1
1,3132.0,"$40,800",1
1,2851.3,"$71,600",0
1,5095.7,"$33,900",0
1,2885.1,"$54,700",1
1,3680.8,"$21,700",0
1,7226.6,"$39,900",1
1,2643.1,"$20,700",0
1,6262.1,"$44,800",0
1,7243.2,"$35,700",1
1,5040.6,"$40,700",0
1,3484.3,"$29,500",1
1,4789.4,"$71,200",1
1,5775.1,"$77,500",0
1,6891.2,"$57,400",0
1,3902.1,"$28,600",1
1,5884.6,"$33,600",1
1,6748.1,"$23,100",0
1,8207.8,"$47,400",1
1,6209.9,"$69,800",1
1,2926.8,"$24,800",1
1,5446.5,"$43,500",0
1,4232.8,"$62,200",0
1,4174.8,"$58,900",0
1,4038.3,"$92,900",0
1,5203.1,"$31,000",1
1,4961.9,"$37,000",1
1,6059.9,"$42,100",0
1,7685.4,"$30,200",1
1,4130.6,"$83,500",0
1,5993.5,"$40,000",1
1,6348.1,"$86,600",0
1,4298.0,"$32,600",0
1,10013.0,"$60,100",0
1,4442.1,"$36,600",1
1,6044.5,"$53,600",1
1,6965.4,"$87,500",0
1,3961.3,"$30,100",1
1,5913.0,"$45,400",0
1,7424.2,"$63,400",0
1,6639.9,"$31,600",1
1,2860.7,"$18,900",1
1,2897.1,"$19,000",0
2,4941.4,"$40,300",0
2,6672.0,"$27,600",0
2,8263.5,"$102,900",0
2,9142.5,"$73,300",1
2,9401.8,"$27,100",1
2,11249.7,"$22,900",0
2,8938.1,"$42,200",1
2,8116.7,"$25,200",0
2,9039.6,"$69,700",0
2,6532.1,"$40,600",1
2,12180.5,"$24,500",0
2,10170.5,"$33,700",0
2,7503.7,"$34,000",1
2,5459.0,"$35,300",0
2,5211.0,"$49,800",1
2,5055.5,"$76,600",1
2,8266.7,"$31,700",0
2,4092.5,"$35,500",1
2,5330.6,"$37,000",0
2,3144.5,"$79,800",1
2,7746.4,"$29,700",0
2,8282.9,"$46,300",0
2,4915.9,"$42,900",0
2,4599.3,"$38,500",0
2,5033.5,"$32,100",1
2,5429.8,"$26,800",1
2,9027.3,"$60,700",1
2,8459.6,"$19,900",1
2,4822.6,"$37,100",1
2,5673.9,"$53,100",1
2,6560.9,"$40,900",1
2,8500.6,"$18,600",0
2,8351.4,"$58,600",1
2,4452.4,"$24,200",1
2,7961.2,"$42,200",0
2,7525.3,"$58,700",0
2,5052.7,"$43,000",0
2,6475.6,"$68,400",0
2,10837.8,"$38,900",0
2,6790.4,"$35,500",0
2,5329.4,"$101,900",0
2,5914.3,"$70,000",0
2,6959.5,"$47,100",0
2,7342.8,"$43,000",0
2,9139.7,"$40,200",1
2,5945.0,"$45,300",1
2,5025.5,"$30,100",0
2,9011.4,"$47,600",0
2,6529.6,"$35,100",0
2,5069.9,"$54,800",1
2,5916.6,"$45,500",1
2,11091.2,"$60,300",1
2,14744.1,"$24,500",0
2,9983.8,"$54,700",0
2,6634.9,"$68,500",0
2,11115.9,"$65,600",0
2,5515.0,"$20,300",0
2,8153.1,"$42,100",0
2,6148.3,"$53,800",0
2,11034.1,"$40,700",1
2,5340.5,"$60,100",1
