state_fips,weight,income,urban
1,3300.9,"$77,400",0
1,5290.7,"$107,700",1
1,4157.5,"$34,200",1
1,3197.2,"$29,500",1
1,3549.3,"$54,400",1
1,6490.9,"$20,100",1
1,3238.4,"$41,000",1
1,4736.5,"$29,000",1
1,9461.3,"$32,200",1
1,8292.9,"$58,600",0
1,5100.5,"$34,300",1
1,3589.9,"$55,600",0
1,3086.0,"$99,000",0
1,6582.7,"$33,700",1
1,6186.7,"$23,800",0
1,4146.7,"$28,600",1
1,3184.4,"$23,500",1
1,5098.5,"$34,700",1
1,4898.7,"$46,600",0
1,3183.8,"$35,500",0
1,5933.1,"$31,900",1
1,4769.4,"$61,300",0
1,7043.7,"$17,700",1
1,4683.4,"$57,700",0
1,2699.0,"$65,700",0
1,3943.5,"$68,900",1
1,4100.9,"$45,000",1
1,4415.5,"$30,500",0
1,6018.6,"$60,400",1
1,6169.3,"$36,100",0
1,3363.2,"$31,900",0
1,1685.9,"$28,900",1
1,3455.7,"$26,500",1
1,4731.6,"$30,600",1
1,3516.0,"$32,300",1
1,4087.4,"$12,700",0
1,3189.2,"$41,300",0
1,5992.5,"$32,800",0
1,5025.7,"$39,900",0
1,3738.9,"$66,800",0
1,4038.3,"$25,100",1
1,5997.3,"$22,400",1
1,6076.5,"$17,500",0
1,7484.1,"$25,800",1
1,3322.6,"$22,600",1
1,5201.0,"$28,000",1
1,3551.0,"$25,700",1
1,3286.2,"$30,600",1
1,7361.0,"$54,400",1
1,5754.7,"$23,200",0
1,5892.3,"$37,400",0
1,6637.7,"$68,200",1
1,5915.8,"$30,000",1
1,7209.7,"$59,700",0
1,5578.0,"$28,900",0
1,3303.3,"$48,800",1
1,5592.9,"$56,400",1
1,4673.0,"$21,300",1
1,4765.9,"$26,300",0
1,7341.7,"$24,000",0
1,6202.0,"$42,600",0
1,3411.1,"$41,400",0
1,4696.5,"$34,600",1
1,6182.4,"$32,700",0
1,7532.6,"$22,800",1
1,5152.9,"$31,700",1
1,4611.5,"$32,300",1
1,4908.5,"$58,500",0
1,6021.2,"$75,700",0
1,5203.1,"$32,800",0
1,8684.8,"$43,100",0
1,10182.4,"$27,600",0
1,3888.3,"$19,900",1
1,4904.8,"$23,100",1
1,4393.4,"$47,000",1
1,3003.8,"$68,500",1
1,4063.4,"$31,400",0
1,6113.3,"$30,400",1
1,3743.0,"$36,500",1
1,4805.7,"$30,800",1
1,5941.1,"$36,600",1
1,6149.4,"$23,700",1
1,4883.3,"$21,400",0
1,7600.1,"$53,500",0
1,7129.4,"$55,000",1
1,5607.7,"$55,000",1
1,5504.7,"$25,100",1
1,5740.6,"$50,800",1
1,6432.4,"$23,300",1
1,4694.6,"$26,000",1
1,5163.9,"$29,600",1
1,5281.4,"$71,900",0
1,3792.3,"$41,200",0
1,4782.9,"$43,300",1
1,8946.4,"$51,300",0
1,7365.8,"$43,100",0
1,3484.9,"$28,600",0
1,6105.3,"$32,100",0
1,4788.6,"$22,100",1
1,10218.7,"$24,900",1
1,3252.3,"$33,200",0
1,3826.7,"$42,500",1
1,5306.6,"$41,600",1
1,5472.1,"$28,600",0
1,3182.3,"$62,700",1
1,3812.4,"$42,900",1
1,3727.5,"$47,600",1
1,3986.0,"$31,100",1
1,5135.8,"$32,800",0
1,5627.7,"$30,600",0
1,3810.9,"$28,800",1
1,5939.6,"$14,500",1
1,3681.4,"$56,400",1
1,4395.8,"$29,900",1
1,6189.6,"$51,500",0
1,4703.2,"$33,700",0
1,5656.8,"$27,800",0
1,4491.2,"$26,900",1
1,5923.7,"$145,700",0
1,2675.2,"$51,000",0
1,3892.4,"$39,000",0
1,4079.3,"$41,600",1
1,4160.8,"$33,100",1
1,4687.6,"$35,700",0
1,8377.6,"$47,600",1
1,4287.2,"$39,400",0
1,6182.4,"$29,400",1
1,5110.4,"$47,800",1
1,3754.1,"$22,800",0
1,4999.7,"$34,100",1
1,4728.8,"$54,400",1
1,7184.0,"$21,500",1
1,6726.8,"$75,900",0
1,1915.3,"$30,000",0
1,3932.9,"$31,100",1
1,5851.1,"$49,000",1
1,7421.2,"$48,400",0
1,5174.2,"$77,700",0
1,4470.7,"$79,000",1
1,5178.8,"$43,500",1
1,6112.6,"$30,800",0
1,3244.6,"$50,300",1
1,6003.5,"$21,900",1
1,5594.1,"$16,200",1
