state_fips,weight,income,urban
1,5059.3,"$57,800",0
1,5440.1,"$16,700",0
1,3868.7,"$55,400",1
1,4316.2,"$35,100",1
1,8881.7,"$17,400",0
1,5246.0,"$23,400",1
1,3417.3,"$57,800",1
1,5735.3,"$19,800",0
1,10779.7,"$70,700",1
1,3977.2,"$48,600",1
1,3458.1,"$39,400",1
1,4435.6,"$31,800",1
1,3933.8,"$43,500",0
1,6936.2,"$22,900",1
1,2606.1,"$33,800",1
1,4765.8,"$34,000",0
1,7183.9,"$34,300",0
1,6770.4,"$25,900",1
1,4298.0,"$42,100",1
1,5427.1,"$36,300",0
1,4386.3,"$49,500",1
1,6504.3,"$46,300",0
1,4717.9,"$21,100",1
1,5830.2,"$35,600",0
1,6344.0,"$29,700",1
1,6690.3,"$31,500",0
1,3440.6,"$42,500",1
1,3738.0,"$27,200",1
1,5132.8,"$34,400",1
1,5105.7,"$33,700",0
1,4591.4,"$41,100",1
1,9409.4,"$46,500",0
1,4633.8,"$27,700",0
1,4501.2,"$18,900",1
1,6035.2,"$41,200",1
1,4193.0,"$39,700",1
1,5381.5,"$32,200",0
1,2636.3,"$31,600",1
1,4042.1,"$26,700",0
1,3740.5,"$40,200",1
1,4143.1,"$27,000",1
1,3849.7,"$24,300",1
1,4764.8,"$17,100",1
1,5460.7,"$32,800",1
1,6334.7,"$87,900",1
1,5386.3,"$48,800",1
1,3747.2,"$58,700",1
1,4124.9,"$63,000",1
1,4582.7,"$61,000",1
1,8016.7,"$27,100",0
1,5551.4,"$43,500",1
1,5312.4,"$38,000",1
1,4698.5,"$31,500",1
1,4320.9,"$30,200",0
1,3394.1,"$11,300",0
1,7288.1,"$41,100",1
1,8198.0,"$46,600",1
1,6445.8,"$18,700",0
1,2996.8,"$39,900",1
1,4150.5,"$27,100",1
1,2621.1,"$57,400",0
1,3094.8,"$49,100",1
1,2539.8,"$32,900",1
1,7464.4,"$28,400",0
1,7243.2,"$29,100",0
1,4792.4,"$39,000",0
1,3476.8,"$44,000",1
1,4489.1,"$31,000",0
1,4834.5,"$60,200",1
1,5959.3,"$34,000",1
1,7140.2,"$55,400",0
1,4431.4,"$38,200",0
1,4129.2,"$40,200",1
1,6688.2,"$29,500",1
1,5989.5,"$30,700",1
1,5213.9,"$31,800",1
1,2792.3,"$24,800",0
1,5092.6,"$35,000",0
1,5974.6,"$29,000",1
1,5645.8,"$32,000",0
1,5480.4,"$23,900",0
1,4485.0,"$24,500",0
1,6178.8,"$26,600",1
1,3814.2,"$35,700",1
1,3080.6,"$36,900",0
1,4033.5,"$39,700",0
1,5075.9,"$19,300",1
1,5561.3,"$25,700",1
1,3842.7,"$39,000",0
1,4129.5,"$57,500",0
1,3724.0,"$45,600",1
1,3358.9,"$26,600",1
1,4234.3,"$32,800",0
1,7512.4,"$19,000",1
1,4298.2,"$61,900",0
1,5554.4,"$24,200",0
1,3359.0,"$25,600",1
1,2732.1,"$95,100",0
1,4304.5,"$26,000",0
1,4953.8,"$32,400",1
1,4790.1,"$32,500",1
1,4190.3,"$15,900",0
1,5159.5,"$80,000",1
1,3984.5,"$46,000",0
1,2375.5,"$50,400",1
1,5491.6,"$23,700",0
1,5413.8,"$49,100",0
1,4955.4,"$39,600",1
1,4451.8,"$25,700",1
1,4036.8,"$27,500",0
1,4069.9,"$28,800",1
1,3240.6,"$19,100",1
1,4846.4,"$58,600",0
1,4030.3,"$31,000",0
1,7508.5,"$24,800",0
1,3755.2,"$40,900",1
1,3726.8,"$14,600",1
1,4910.3,"$25,300",1
1,4507.3,"$28,300",0
1,3764.4,"$29,500",1
1,3368.6,"$51,000",1
1,5452.0,"$43,200",0
1,4069.0,"$51,400",1
1,5625.0,"$26,600",1
1,3894.0,"$53,600",1
1,4660.7,"$29,800",0
1,4010.6,"$58,300",0
1,3208.1,"$40,400",1
1,4594.7,"$33,600",1
1,6594.3,"$51,300",0
1,5555.2,"$28,200",0
1,3406.5,"$39,600",0
1,2681.7,"$34,400",1
1,6710.4,"$45,400",0
1,4638.4,"$59,400",0
1,6141.1,"$54,100",0
1,3112.8,"$28,100",1
1,7023.0,"$46,200",0
1,5386.1,"$39,800",1
1,4161.0,"$22,700",0
1,3238.7,"$77,100",1
1,3843.9,"$32,300",1
1,5425.2,"$31,300",1
1,5346.6,"$55,100",0
1,3644.5,"$31,600",0
1,3952.6,"$28,300",0
1,4449.2,"$55,600",1
1,6679.3,"$31,900",0
1,4937.5,"$18,900",1
1,3118.3,"$21,900",0
1,7243.1,"$35,600",1
1,10809.6,"$47,000",0
1,4335.8,"$26,700",0
1,3093.1,"$64,300",1
1,8654.2,"$55,400",1
1,3300.6,"$19,100",1
1,6756.4,"$53,300",1
1,6051.3,"$24,200",1
1,7041.1,"$70,100",1
1,5569.5,"$24,100",1
1,4963.9,"$14,600",0
1,3491.0,"$34,700",1
1,3748.0,"$30,100",1
1,3817.0,"$79,000",1
1,6563.1,"$51,300",0
1,7123.6,"$30,100",0
1,5146.8,"$27,100",1
1,4743.6,"$20,300",1
1,6865.3,"$16,800",0
1,4915.6,"$71,100",1
1,4862.3,"$31,600",1
1,4364.3,"$34,300",0
1,5644.6,"$53,700",1
1,6696.2,"$24,900",1
1,8847.7,"$22,100",1
1,4085.8,"$23,500",1
1,4592.0,"$50,100",1
1,3682.4,"$53,500",1
1,4351.7,"$47,600",1
1,5916.7,"$45,700",1
1,9173.6,"$19,800",1
1,4329.7,"$41,900",0
1,4740.1,"$57,700",0
1,5833.1,"$76,700",1
1,3795.5,"$26,300",1
1,6983.1,"$55,900",0
1,6290.4,"$28,900",0
1,6278.0,"$52,900",1
1,5226.7,"$27,800",0
1,4512.7,"$22,300",0
1,3532.3,"$18,000",1
1,4926.8,"$26,400",1
1,4664.6,"$48,800",1
1,4656.3,"$65,700",0
1,6825.2,"$24,600",0
1,3614.0,"$27,300",1
1,7479.4,"$40,500",0
1,2769.2,"$24,600",1
1,8517.2,"$27,700",1
1,3163.6,"$46,500",0
2,6704.2,"$63,600",0
2,4350.3,"$57,200",0
2,5054.8,"$32,700",0
2,6522.2,"$36,500",0
2,8873.6,"$65,800",0
2,3846.6,"$15,100",0
2,4843.0,"$27,900",1
2,6862.4,"$37,700",1
2,4487.3,"$60,000",0
2,13739.3,"$43,600",1
2,10502.2,"$26,300",0
2,5874.2,"$21,300",0
2,8919.9,"$56,300",0
2,4006.2,"$41,700",0
2,7608.5,"$55,400",0
2,7493.7,"$20,400",0
2,6535.5,"$27,700",0
2,5895.4,"$23,000",0
2,10027.0,"$50,200",0
2,10644.6,"$36,800",1
2,9393.9,"$45,200",1
2,4663.4,"$119,000",0
2,4966.8,"$20,500",0
2,9294.0,"$34,900",0
2,5544.5,"$34,900",0
2,7152.4,"$23,900",0
2,7980.3,"$46,300",0
2,5603.3,"$29,100",0
2,5876.2,"$20,000",0
2,4668.2,"$30,900",0
2,6919.7,"$55,300",0
2,9982.7,"$28,900",0
2,7582.0,"$45,800",1
2,7651.6,"$41,700",0
2,6158.3,"$61,800",0
2,5107.6,"$41,200",0
2,7535.3,"$67,100",0
2,8689.0,"$22,100",0
2,3261.7,"$27,900",0
2,8494.5,"$34,700",0
2,7788.2,"$51,900",0
2,6394.9,"$36,000",0
2,3816.8,"$46,200",0
2,8784.0,"$33,900",0
2,5609.9,"$29,100",0
2,3226.0,"$65,700",1
2,7697.7,"$37,200",0
2,6877.9,"$37,800",0
2,5961.4,"$54,500",0
2,8501.5,"$42,900",1
2,9512.1,"$33,600",0
2,5175.0,"$42,000",0
2,6714.0,"$31,400",1
2,9025.3,"$49,100",0
2,7609.2,"$33,300",0
2,2910.5,"$78,000",0
2,5214.0,"$81,900",1
2,6793.3,"$31,300",0
2,8269.1,"$76,200",0
2,5997.6,"$77,100",0
2,6356.9,"$52,700",0
2,12004.9,"$38,500",0
2,4395.0,"$21,200",0
2,5531.2,"$14,700",1
2,5858.0,"$63,700",1
2,7431.8,"$42,800",0
2,5845.2,"$59,800",0
2,3964.3,"$28,300",0
2,7241.5,"$28,400",0
2,9955.7,"$34,600",0
2,7181.0,"$44,000",0
2,9906.7,"$68,800",0
2,4068.5,"$47,800",0
2,9969.7,"$21,600",0
2,7334.4,"$51,100",0
2,2684.4,"$24,700",1
2,6679.7,"$34,400",0
2,5579.3,"$28,500",0
2,6510.8,"$51,200",0
2,6649.3,"$21,200",1
2,4824.9,"$52,100",0
2,6275.7,"$55,200",0
2,7059.6,"$48,500",0
2,7477.8,"$24,400",1
2,2321.6,"$31,600",0
2,8737.9,"$66,700",0
2,5282.8,"$76,600",0
2,7529.6,"$52,100",0
2,7717.3,"$50,800",1
2,6659.7,"$23,300",0
2,7738.2,"$37,400",0
2,6776.2,"$60,200",0
2,5534.8,"$36,800",0
2,6951.1,"$28,500",1
2,4817.6,"$34,300",0
2,9696.0,"$28,800",0
2,4086.7,"$27,500",0
2,7249.3,"$15,400",1
2,4991.5,"$60,100",1
2,4617.0,"$50,100",0
2,9878.2,"$42,200",0
2,4611.5,"$60,000",0
2,6822.5,"$20,800",0
2,9371.3,"$47,800",0
2,3742.0,"$49,500",0
2,9505.9,"$27,400",0
2,7366.4,"$25,900",0
2,6089.7,"$37,000",0
2,8616.4,"$36,800",1
2,8254.0,"$50,600",0
2,5112.2,"$60,900",0
2,5628.1,"$31,400",0
2,3078.8,"$45,400",1
2,7978.0,"$47,400",1
2,6090.5,"$37,800",0
2,2735.4,"$41,700",1
2,4301.0,"$36,400",0
2,9505.4,"$16,200",0
2,8126.3,"$28,300",0
2,7319.3,"$34,500",0
2,7170.8,"$27,600",0
2,5402.5,"$30,400",1
2,9813.7,"$52,000",0
2,8173.3,"$55,200",1
2,6552.2,"$45,100",0
2,5235.2,"$38,400",0
2,6455.3,"$55,900",0
2,9192.1,"$48,100",0
2,4627.4,"$64,500",0
2,7011.2,"$24,600",0
2,10213.2,"$35,500",1
2,4007.1,"$36,500",1
2,4918.4,"$44,000",0
2,6749.8,"$10,000",0
2,7562.3,"$14,000",1
2,9742.2,"$42,900",0
2,8275.0,"$24,500",0
2,9692.5,"$33,600",0
2,6580.4,"$53,300",1
2,10329.1,"$60,300",1
2,6884.6,"$30,700",1
2,7924.8,"$70,700",0
2,11497.3,"$42,400",1
2,7990.5,"$53,600",0
2,4370.8,"$15,500",0
2,6141.9,"$83,800",0
2,4874.3,"$34,000",0
2,3812.0,"$33,500",1
2,4978.6,"$29,100",1
2,8624.7,"$27,200",1
2,9255.3,"$31,800",0
2,3800.7,"$12,300",1
2,6364.7,"$27,700",0
2,4322.5,"$47,700",1
2,7274.3,"$80,600",0
2,7719.3,"$38,800",1
2,7185.9,"$29,700",0
2,10630.8,"$30,500",0
2,11860.2,"$48,500",1
2,6000.6,"$39,800",0
2,12719.2,"$32,300",0
2,7733.9,"$54,300",1
2,6512.3,"$48,800",1
2,6769.8,"$61,800",0
2,9164.5,"$37,200",1
2,9083.3,"$49,400",0
2,7620.5,"$35,700",0
2,8656.8,"$40,000",0
2,8192.0,"$34,800",1
2,6978.4,"$28,600",1
2,13130.2,"$13,700",0
2,4987.7,"$23,600",0
2,5398.3,"$43,100",1
2,5250.1,"$61,900",0
2,9436.2,"$81,800",1
2,4675.2,"$27,800",1
2,6382.1,"$43,800",0
2,5733.5,"$42,700",0
2,6561.4,"$29,900",0
2,9716.1,"$38,200",1
2,9301.7,"$45,900",0
2,6255.8,"$23,900",0
2,4581.4,"$46,900",1
2,6039.9,"$35,700",0
2,6216.0,"$24,600",0
2,9029.3,"$27,100",1
2,4247.7,"$39,500",1
2,9601.0,"$29,400",0
2,5088.1,"$33,700",1
2,5498.3,"$63,900",0
2,6303.3,"$33,300",0
2,8471.8,"$50,500",0
2,7010.6,"$65,100",0
2,7099.8,"$56,000",0
2,6177.4,"$18,700",1
2,6305.5,"$31,600",0
2,4188.3,"$51,200",1
2,7699.3,"$55,800",0
2,6173.0,"$34,300",1
2,7817.6,"$53,400",0
3,6503.6,"$45,900",0
3,3945.6,"$27,100",0
3,3163.8,"$28,800",1
3,5280.6,"$31,600",0
3,7720.2,"$68,600",0
3,6329.0,"$28,200",0
3,4552.6,"$52,800",1
3,6658.0,"$44,400",0
3,4483.6,"$48,500",0
3,5523.6,"$39,100",1
3,5084.9,"$31,500",0
3,6842.2,"$33,400",0
3,6373.5,"$26,000",1
3,4890.9,"$47,700",1
3,8718.3,"$42,800",1
3,5688.6,"$57,000",0
3,3626.1,"$19,100",1
3,5089.9,"$17,900",0
3,5387.5,"$41,500",0
3,7898.6,"$28,600",0
3,4432.3,"$38,600",0
3,2428.4,"$84,400",1
3,5932.9,"$22,500",0
3,7202.3,"$14,000",1
3,9897.9,"$34,100",1
3,4026.7,"$76,200",0
3,5907.7,"$37,000",0
3,6157.7,"$54,700",1
3,8231.0,"$26,500",0
3,4006.4,"$17,200",0
3,7545.7,"$29,900",1
3,4392.6,"$32,900",0
3,6463.3,"$24,400",0
3,4193.3,"$37,200",0
3,6471.2,"$59,100",0
3,6462.7,"$50,900",0
3,7533.7,"$36,700",0
3,3780.5,"$39,200",0
3,3640.4,"$64,900",0
3,5253.5,"$45,300",0
3,3559.7,"$46,900",0
3,4162.6,"$24,100",1
3,8407.4,"$47,900",1
3,5328.5,"$139,400",0
3,4882.4,"$40,900",1
3,5479.0,"$87,500",0
3,6386.0,"$33,500",0
3,5122.2,"$55,400",1
3,7326.0,"$84,500",0
3,6958.5,"$33,600",0
3,4824.9,"$16,600",1
3,7425.0,"$41,700",0
3,7372.0,"$39,000",1
3,5265.8,"$41,800",0
3,4149.6,"$56,700",0
3,8695.8,"$50,700",1
3,5734.1,"$34,400",0
3,7413.5,"$50,300",0
3,5294.3,"$20,800",1
3,3864.8,"$23,300",1
3,4842.9,"$49,000",0
3,3595.3,"$59,800",0
3,7163.5,"$35,200",0
3,5855.4,"$42,300",0
3,8143.8,"$42,300",0
3,5372.8,"$45,500",0
3,5817.1,"$22,900",0
3,3905.5,"$37,000",0
3,3107.8,"$36,500",0
3,5144.9,"$47,100",1
3,10011.1,"$36,200",0
3,4232.2,"$32,200",0
3,8229.3,"$47,800",0
3,5713.4,"$40,100",0
3,5391.3,"$22,600",1
3,7997.6,"$21,100",0
3,6588.7,"$26,000",0
3,5941.5,"$21,100",0
3,6500.1,"$25,800",0
3,4903.3,"$45,700",1
3,6695.4,"$33,100",0
3,5406.1,"$28,500",1
3,5436.3,"$22,000",0
3,8641.7,"$60,900",0
3,7419.1,"$40,100",0
3,9218.8,"$40,600",1
3,5319.3,"$30,300",0
3,7193.1,"$29,100",0
3,5967.4,"$48,000",0
3,4367.6,"$24,900",0
3,3561.3,"$26,000",0
3,4390.5,"$39,900",0
3,6861.9,"$23,800",0
3,5926.2,"$32,300",0
3,6193.1,"$29,500",0
3,10408.7,"$29,600",0
3,5521.1,"$61,000",0
3,8609.7,"$31,100",0
3,5397.0,"$31,700",1
3,6588.7,"$75,300",0
3,6199.8,"$60,200",1
3,4913.2,"$42,600",1
3,4273.0,"$54,800",1
3,5031.2,"$34,000",0
3,4941.9,"$43,000",0
3,6457.4,"$29,000",0
3,7448.8,"$33,500",1
3,3933.8,"$48,500",0
3,7776.7,"$94,700",0
3,3515.0,"$30,300",0
3,6380.1,"$31,700",1
3,7913.1,"$29,500",1
3,5847.9,"$82,400",1
3,5744.4,"$55,900",0
3,8827.4,"$91,300",0
3,5125.0,"$33,600",1
3,5965.1,"$27,200",0
3,4531.6,"$53,400",0
3,7400.4,"$77,900",0
3,6919.8,"$13,500",0
3,5616.0,"$42,700",0
3,4241.5,"$46,100",1
3,4971.9,"$43,300",0
3,8114.0,"$45,800",1
3,5853.1,"$21,900",0
3,5306.6,"$90,900",0
3,6736.4,"$42,100",0
3,6588.1,"$77,400",1
3,5895.7,"$24,300",1
3,8607.5,"$32,300",0
3,5841.4,"$39,700",0
3,7798.0,"$25,400",0
3,3363.9,"$48,200",0
3,7987.9,"$62,800",1
3,5512.3,"$47,200",1
3,5771.8,"$41,400",0
3,5999.0,"$46,800",0
3,5691.8,"$35,100",0
3,4432.3,"$45,300",0
3,4846.4,"$48,900",1
3,2145.5,"$33,700",0
3,5105.2,"$36,000",0
3,4183.3,"$20,100",0
3,7988.3,"$27,600",0
3,5380.6,"$20,300",0
3,4562.1,"$28,100",1
3,8155.2,"$40,400",0
3,7623.8,"$48,700",0
3,8001.6,"$51,300",0
3,6149.4,"$39,300",1
3,6602.5,"$45,700",0
3,6056.5,"$39,000",0
3,6637.3,"$31,300",0
3,11051.8,"$52,300",1
3,4068.8,"$44,500",0
3,7762.4,"$131,900",1
3,9825.8,"$40,300",0
3,7224.1,"$32,900",0
3,5170.8,"$66,400",0
3,4788.5,"$27,900",1
3,5327.2,"$66,900",0
3,4896.5,"$73,700",1
3,3934.1,"$30,600",0
3,5683.6,"$36,000",0
3,4649.0,"$44,000",0
3,4944.6,"$77,900",0
3,9553.8,"$28,900",0
3,4351.0,"$28,500",1
3,5938.2,"$39,000",0
3,5693.4,"$21,800",0
3,4225.9,"$44,100",0
3,5851.5,"$41,000",0
3,8107.7,"$60,100",0
3,8052.1,"$81,500",0
3,5821.7,"$19,000",0
3,5046.2,"$81,200",1
3,4237.8,"$35,900",1
3,7413.4,"$33,900",0
3,2995.8,"$51,600",0
3,5518.0,"$21,300",1
3,8238.9,"$29,900",0
3,5048.2,"$26,700",0
3,4441.0,"$36,300",0
3,4866.2,"$37,500",0
3,5462.8,"$42,800",0
3,4918.9,"$31,300",0
3,5793.3,"$36,700",0
3,5642.1,"$28,700",1
3,3945.9,"$64,100",0
3,2968.4,"$32,500",0
3,6200.8,"$27,900",0
3,7803.7,"$54,400",0
3,7440.7,"$27,700",0
3,5853.4,"$41,000",1
3,7826.6,"$21,300",0
3,4953.2,"$27,500",0
3,6226.3,"$54,700",0
3,4729.6,"$37,100",0
3,4001.7,"$52,600",1
3,6369.9,"$23,400",0
4,5335.9,"$18,600",1
4,11429.4,"$42,100",1
4,7274.8,"$42,400",0
4,10599.3,"$51,200",0
4,7504.6,"$48,400",1
4,10343.6,"$32,400",0
4,5385.6,"$53,300",0
4,8720.6,"$81,200",1
4,7960.0,"$28,500",1
4,7120.3,"$33,200",1
4,7571.0,"$92,600",0
4,8209.3,"$27,100",1
4,4865.1,"$41,500",0
4,9402.9,"$59,000",0
4,7881.4,"$29,300",1
4,8018.4,"$32,000",0
4,6063.0,"$48,200",1
4,9601.9,"$58,400",0
4,6431.7,"$56,100",0
4,8209.1,"$33,000",0
4,4900.7,"$25,100",0
4,9209.4,"$14,300",1
4,4532.5,"$48,400",1
4,12787.5,"$56,600",1
4,8684.0,"$28,800",0
4,9286.6,"$51,600",0
4,4102.0,"$65,000",0
4,7745.4,"$46,400",0
4,8311.7,"$45,500",1
4,7729.8,"$54,400",0
4,8845.0,"$25,800",0
4,4874.1,"$36,100",1
4,5279.8,"$25,600",1
4,8598.9,"$77,200",1
4,10099.3,"$51,700",0
4,6757.8,"$35,700",0
4,11496.1,"$32,400",1
4,6211.1,"$67,500",0
4,6208.2,"$29,400",0
4,7908.9,"$40,600",1
4,9160.1,"$39,800",0
4,5522.5,"$66,700",1
4,8478.2,"$52,600",1
4,9019.3,"$83,100",1
4,6217.9,"$35,000",0
4,8883.2,"$23,900",0
4,8262.5,"$23,800",0
4,8350.9,"$31,700",0
4,9033.8,"$56,600",1
4,9084.1,"$28,300",1
4,5798.0,"$41,300",1
4,6382.0,"$43,000",1
4,10371.2,"$48,500",1
4,5538.8,"$39,300",0
4,6057.4,"$40,600",1
4,9353.6,"$22,700",0
4,6050.1,"$38,200",1
4,5073.0,"$49,100",0
4,10562.7,"$36,700",1
4,7067.2,"$47,300",0
4,6573.0,"$32,200",1
4,9679.7,"$35,800",1
4,8436.5,"$29,700",1
4,5972.4,"$31,500",0
4,6555.9,"$65,100",1
4,9047.9,"$78,000",1
4,5007.2,"$16,400",1
4,5135.8,"$35,500",0
4,9910.8,"$45,400",0
4,4521.9,"$16,500",1
4,8859.9,"$31,400",0
4,5413.1,"$28,800",0
4,8466.5,"$39,800",0
4,4013.0,"$50,900",0
4,6012.9,"$60,500",0
4,6431.0,"$15,900",0
4,7502.8,"$40,900",0
4,8274.8,"$14,200",0
4,9306.3,"$15,500",1
4,7321.2,"$32,300",1
4,8963.4,"$107,300",0
4,10066.1,"$27,300",0
4,7513.4,"$25,500",0
4,8251.1,"$75,400",1
4,16900.4,"$35,800",0
4,9546.8,"$61,100",0
4,6128.7,"$30,500",1
4,10661.5,"$32,000",1
4,4498.3,"$37,200",0
4,10752.9,"$34,300",1
4,7435.7,"$37,100",0
4,7185.0,"$48,200",1
4,6448.7,"$21,400",1
4,7773.5,"$36,500",0
4,6719.2,"$35,700",0
4,6804.7,"$62,200",1
4,4749.6,"$37,200",1
4,5983.7,"$37,000",1
4,8577.1,"$39,000",0
4,5757.1,"$68,000",1
4,5344.0,"$27,100",1
4,9075.6,"$31,000",0
4,5769.9,"$63,200",0
4,7300.9,"$44,000",0
4,6297.8,"$44,700",1
4,5600.0,"$44,800",0
4,4445.3,"$45,800",0
4,8725.1,"$49,800",1
4,12293.5,"$22,200",0
4,7126.0,"$33,300",1
4,10345.3,"$58,700",1
4,7656.6,"$36,800",1
4,4135.8,"$60,000",0
4,7578.3,"$56,400",0
4,9717.0,"$23,400",1
4,6320.6,"$29,200",0
4,8394.5,"$31,200",0
4,6851.3,"$25,400",1
4,8646.9,"$30,400",0
4,7947.3,"$23,200",1
4,10343.4,"$37,700",0
4,11926.0,"$34,600",1
4,5703.2,"$49,200",0
4,10670.5,"$22,700",0
4,4502.0,"$25,700",1
4,12547.5,"$37,300",0
4,8759.5,"$51,300",1
4,9596.1,"$95,100",0
4,9773.1,"$22,500",0
4,4762.3,"$27,500",1
4,7694.6,"$32,200",0
4,9462.1,"$34,500",1
4,11931.7,"$36,800",0
4,7981.5,"$24,200",1
4,7011.6,"$33,800",0
4,7680.0,"$33,900",1
4,6976.0,"$24,600",0
4,8307.1,"$41,800",0
4,8310.7,"$80,000",1
4,7183.4,"$30,300",1
4,13274.7,"$52,000",1
4,5242.0,"$47,200",1
4,7005.6,"$30,600",0
4,6188.5,"$40,200",1
4,7586.3,"$43,100",1
4,5019.8,"$37,800",0
4,7371.0,"$41,700",1
4,10388.5,"$42,700",0
4,5676.4,"$27,800",1
4,16511.9,"$77,700",0
4,7737.1,"$25,000",1
4,12455.7,"$35,300",0
4,9275.6,"$32,700",0
4,9073.6,"$40,000",1
4,5755.5,"$68,800",0
4,9037.4,"$61,900",1
