state_fips,weight,income,urban
1,3827.4,"$17,500",0
1,4675.9,"$62,600",0
1,4099.2,"$54,700",1
1,4172.7,"$27,200",1
1,6216.5,"$43,100",1
1,5339.1,"$31,400",1
1,4091.4,"$39,600",1
1,4708.6,"$101,200",0
1,4006.9,"$22,700",1
1,6958.5,"$51,500",1
1,8220.8,"$49,000",1
1,4628.0,"$21,900",1
1,6115.5,"$56,800",1
1,7109.4,"$71,700",0
1,5168.1,"$29,800",0
1,4942.7,"$55,400",1
1,6408.4,"$31,600",1
1,3428.1,"$54,400",1
1,5780.5,"$97,500",0
1,6228.1,"$43,900",0
1,2839.4,"$37,400",1
1,4141.3,"$33,500",1
1,7015.9,"$27,100",1
1,5892.3,"$39,300",0
1,4061.2,"$45,400",1
1,6386.9,"$49,300",1
1,5608.1,"$84,300",1
1,5508.2,"$33,000",0
1,6082.7,"$24,400",0
1,3836.3,"$46,200",0
1,5507.6,"$27,600",1
1,6881.0,"$89,900",0
1,5357.5,"$69,000",1
1,6077.0,"$45,900",0
1,6623.2,"$74,800",1
1,7357.4,"$46,300",0
1,5246.4,"$72,600",0
1,7340.0,"$58,200",0
1,5856.0,"$25,000",0
1,9518.7,"$63,800",0
1,3172.2,"$72,200",1
1,6860.8,"$34,200",1
1,4982.2,"$46,000",1
1,7119.2,"$16,800",0
1,5592.5,"$33,300",1
1,5945.7,"$51,000",0
1,2734.1,"$56,500",1
1,6146.7,"$41,900",0
1,8496.0,"$106,400",1
1,6927.2,"$73,000",0
1,11363.4,"$55,200",0
1,5084.3,"$27,000",1
1,4443.9,"$54,300",1
1,4849.6,"$33,000",1
1,4110.3,"$29,900",1
1,7868.9,"$31,900",0
1,6040.7,"$43,300",1
1,2958.2,"$60,000",0
1,5845.7,"$43,300",0
1,4490.8,"$43,400",1
1,5472.4,"$73,700",1
1,3857.1,"$49,700",1
1,7335.3,"$38,800",0
1,5114.1,"$52,700",0
1,3586.5,"$39,700",0
1,6014.6,"$50,700",1
1,4260.9,"$39,300",0
1,7606.9,"$37,600",0
1,3446.6,"$19,800",1
1,5947.9,"$62,100",1
1,3988.7,"$27,800",0
1,7449.9,"$37,200",0
1,3301.3,"$39,300",1
1,2940.1,"$38,300",1
