state_fips,weight,income,urban
1,8119.8,"$47,800",0
1,4017.9,"$20,700",0
1,8075.3,"$27,400",0
1,5811.1,"$35,800",0
1,4930.2,"$51,700",1
1,3388.0,"$38,100",0
1,4758.2,"$38,500",0
1,3298.2,"$54,900",1
1,5018.3,"$33,200",1
1,5036.5,"$30,600",0
1,5342.7,"$59,400",0
1,8058.1,"$65,300",1
1,5528.4,"$18,500",1
1,6994.9,"$31,900",1
1,4259.2,"$12,700",0
1,3236.0,"$29,800",0
1,7458.8,"$23,100",0
1,3455.4,"$32,800",1
1,7053.9,"$20,800",1
1,2806.7,"$51,000",0
1,3597.6,"$109,900",0
1,10121.8,"$44,900",0
1,7670.3,"$41,900",1
1,4127.6,"$41,000",0
1,2508.6,"$45,100",1
1,5321.6,"$40,300",1
1,4627.6,"$59,800",0
1,6662.9,"$34,900",0
1,4662.5,"$76,200",0
1,6730.2,"$51,400",1
1,4050.7,"$37,600",0
1,5276.6,"$26,400",0
1,5773.4,"$39,500",1
1,5614.1,"$44,400",1
1,5704.2,"$31,200",1
1,4082.7,"$37,000",1
1,5614.8,"$74,700",1
1,4365.8,"$36,500",1
1,5379.2,"$23,100",1
1,6310.1,"$27,300",1
1,2888.1,"$34,900",1
1,7337.5,"$53,300",1
1,5148.5,"$30,400",0
1,3941.0,"$51,100",1
1,4870.8,"$45,500",1
1,2820.6,"$34,700",1
1,3073.5,"$30,600",0
1,3349.9,"$16,800",0
1,7928.4,"$46,300",1
1,3741.4,"$42,700",0
1,3940.1,"$50,700",0
1,5079.4,"$38,900",1
1,5048.8,"$34,700",0
1,2774.3,"$51,000",1
1,3320.3,"$39,600",1
1,4159.3,"$21,200",0
1,3484.6,"$20,500",0
1,5006.2,"$55,700",1
1,5118.5,"$53,100",1
1,8263.3,"$33,300",1
1,4704.0,"$44,500",1
1,5982.3,"$27,700",0
1,4527.6,"$22,600",1
1,4763.1,"$46,200",1
1,4116.0,"$26,500",1
1,4990.0,"$29,700",1
1,5052.8,"$37,100",0
1,6149.7,"$41,100",0
1,5613.5,"$67,200",1
1,3854.1,"$24,900",1
1,4597.7,"$29,200",0
1,4643.3,"$70,200",0
1,4264.7,"$78,300",0
1,5840.7,"$48,800",1
1,5376.4,"$20,200",0
1,4626.9,"$31,200",1
1,4286.6,"$47,000",1
1,6097.2,"$23,000",1
1,4187.0,"$75,000",1
1,3752.5,"$54,700",1
1,3664.6,"$56,500",1
1,6202.4,"$42,500",1
1,6439.0,"$61,600",0
1,3802.1,"$73,200",0
1,3719.3,"$20,000",1
1,3634.3,"$48,900",0
1,3893.0,"$24,300",1
1,6486.8,"$19,200",0
1,6283.0,"$72,000",0
1,2348.4,"$34,000",1
1,6748.7,"$23,400",1
1,5997.8,"$26,200",1
1,3500.8,"$31,100",1
1,7588.1,"$36,300",0
1,3094.6,"$22,200",1
1,3380.3,"$46,400",0
1,6585.4,"$39,800",0
1,3845.5,"$27,600",0
1,2573.0,"$33,000",1
1,4556.8,"$30,200",0
1,3461.9,"$62,200",1
1,3297.0,"$33,300",1
1,2561.0,"$19,300",1
1,4315.0,"$25,600",0
1,5374.0,"$31,500",1
1,4187.5,"$24,200",1
1,5393.3,"$62,100",0
1,9564.2,"$19,800",1
1,8634.5,"$35,200",1
1,5422.1,"$29,000",1
1,5425.4,"$32,600",1
1,5016.6,"$40,800",0
1,4904.1,"$46,200",0
1,6125.7,"$40,400",0
