state_fips,age,income,urban,weight
1,23,"$36,292",0,18748.1
1,80,"$28,020",1,19256.7
1,71,"$22,819",1,17488.1
1,56,"$40,227",1,17337.1
1,19,"$26,560",1,16571.7
1,58,"$44,460",1,19541.2
1,62,"$41,123",1,20915.0
1,22,"$42,868",1,16583.0
1,30,"$31,810",1,19468.5
1,64,"$27,456",1,17219.8
1,51,"$24,290",1,21346.4
1,68,"$26,722",1,17866.4
1,38,"$37,481",0,18657.6
1,27,"$16,175",1,19207.3
1,29,"$40,658",1,20478.1
1,49,"$24,029",1,19010.4
1,72,"$36,044",1,15553.8
1,84,"$37,465",1,17129.3
1,76,"$53,251",1,17687.5
1,77,"$31,798",1,20810.3
1,66,"$22,127",1,15254.1
1,35,"$36,902",1,19943.4
1,83,"$25,562",1,18756.9
1,49,"$39,336",0,17036.8
1,34,"$33,337",1,20130.9
1,71,"$34,867",1,21324.5
1,57,"$43,480",1,15833.0
1,70,"$31,499",1,16252.1
1,77,"$58,741",1,16098.6
1,69,"$15,715",1,20423.8
1,73,"$24,906",1,15284.4
1,64,"$39,249",1,17574.2
1,29,"$40,956",1,18160.8
1,35,"$38,674",1,15416.9
1,29,"$47,293",1,17779.4
1,42,"$20,593",1,17376.3
1,59,"$37,443",1,17319.1
1,60,"$36,414",1,16080.0
1,30,"$47,649",1,20296.5
1,36,"$49,588",1,18271.9
1,27,"$34,757",1,17459.8
1,48,"$33,666",1,19632.3
1,84,"$33,566",1,21172.0
1,39,"$29,297",1,17411.9
1,81,"$17,444",1,19378.1
1,78,"$22,149",1,19423.1
1,60,"$37,212",1,19685.3
1,69,"$55,179",1,16309.2
1,77,"$28,472",1,18865.6
1,60,"$33,458",1,17828.4
1,78,"$38,383",1,21583.1
1,23,"$37,407",1,20556.2
1,72,"$36,007",1,18452.2
1,44,"$39,109",1,20800.7
1,54,"$17,581",1,16162.5
1,36,"$35,567",1,17869.3
1,51,"$36,920",0,20912.3
1,37,"$41,174",1,15846.3
1,29,"$28,348",0,15855.5
1,67,"$32,028",1,15069.8
1,85,"$50,797",1,16902.9
1,76,"$41,434",1,18717.9
1,69,"$36,451",1,16928.8
1,28,"$46,823",1,21701.0
1,40,"$30,008",1,20478.4
1,79,"$22,933",1,18049.5
1,27,"$44,167",1,17180.0
1,81,"$24,848",1,21013.1
1,48,"$29,825",1,16674.7
1,59,"$36,618",1,18756.3
1,66,"$21,411",1,20776.2
1,55,"$27,562",1,15755.5
1,60,"$23,287",1,20154.2
1,57,"$22,218",1,14809.3
1,53,"$26,035",1,15223.4
1,62,"$41,581",1,18613.5
1,53,"$31,487",1,16457.1
1,74,"$28,445",0,16036.2
1,69,"$30,674",1,16825.0
1,36,"$34,118",1,17717.5
1,60,"$25,667",1,20026.8
1,71,"$40,919",1,15543.5
1,34,"$32,780",1,14737.2
1,41,"$29,199",1,14724.8
