state_fips,age,income,urban,weight
1,55,"$27,486",1,4716.5
1,75,"$43,033",1,5790.4
1,62,"$30,598",1,4775.3
1,67,"$61,410",0,5585.0
1,64,"$35,049",1,4137.0
1,36,"$19,180",1,5001.5
1,23,"$26,873",0,5466.8
1,44,"$51,899",0,5178.6
1,81,"$51,681",1,5144.7
1,85,"$52,057",0,4430.0
1,35,"$42,354",0,5321.6
1,54,"$50,770",0,5577.0
1,65,"$43,894",1,5233.9
1,70,"$54,449",1,4036.2
1,31,"$50,858",0,4198.8
1,26,"$53,510",1,4407.0
1,58,"$39,614",0,4112.7
1,47,"$40,096",0,5679.2
1,32,"$79,340",1,4200.7
1,65,"$46,849",1,5568.9
1,79,"$29,179",0,5849.2
1,52,"$30,742",1,5564.9
1,71,"$24,168",0,4450.9
1,45,"$20,147",1,4106.7
1,25,"$10,541",1,4749.2
1,44,"$43,163",1,4576.7
1,65,"$57,198",0,5223.9
1,25,"$52,871",0,5757.2
1,68,"$25,380",0,5162.7
1,24,"$45,368",1,5808.2
1,26,"$43,259",1,4230.5
1,31,"$23,668",0,5819.6
1,35,"$60,508",1,4633.5
1,60,"$59,145",1,4155.9
1,32,"$43,766",1,6009.9
1,32,"$41,521",0,5006.0
1,62,"$38,231",0,5534.2
1,30,"$36,913",0,4272.7
1,33,"$26,529",1,5981.0
1,44,"$50,017",1,5787.4
1,24,"$46,577",0,5874.1
1,71,"$50,987",0,5511.1
1,69,"$37,570",0,5442.1
1,43,"$45,688",1,4996.4
1,71,"$41,018",1,5180.6
1,46,"$44,414",0,4670.9
1,40,"$25,936",0,5395.9
1,42,"$41,162",1,4341.0
1,57,"$42,828",0,5222.3
1,18,"$43,405",1,5643.3
1,35,"$34,105",1,5595.0
1,57,"$44,845",1,4906.2
1,50,"$57,710",0,4401.5
1,60,"$28,867",0,5105.6
1,18,"$61,404",0,5485.8
1,62,"$25,968",1,4377.7
1,47,"$41,709",1,5897.8
1,65,"$42,408",0,5555.7
1,35,"$14,121",1,5697.5
1,50,"$33,440",0,5823.9
1,39,"$39,098",1,5894.5
1,54,"$32,535",1,4773.5
1,29,"$36,077",0,5917.2
1,22,"$18,275",1,4936.0
1,52,"$43,147",1,4977.1
1,29,"$57,451",0,4248.5
1,64,"$36,233",1,5701.5
1,35,"$48,554",1,5234.7
1,51,"$21,796",1,5398.0
1,70,"$23,180",0,4971.4
1,62,"$58,101",0,5414.3
1,48,"$54,059",1,5018.6
1,31,"$34,331",1,4960.5
1,33,"$57,761",0,4770.5
1,68,"$47,848",1,4139.2
1,48,"$58,425",1,5995.5
1,52,"$48,026",1,5964.2
1,23,"$46,678",1,4295.2
1,65,"$41,386",0,5013.0
1,68,"$41,069",0,5622.2
1,59,"$40,482",0,5857.4
1,76,"$33,089",0,4583.1
1,45,"$35,153",1,5406.9
1,60,"$48,684",0,5814.9
1,27,"$26,829",0,5432.9
1,77,"$70,753",0,5782.9
1,62,"$31,575",1,5841.3
1,20,"$50,932",0,4912.0
1,69,"$48,720",1,5707.9
1,66,"$49,751",1,5914.5
1,67,"$30,069",0,5308.6
1,73,"$58,279",1,5776.3
1,78,"$29,277",1,4795.9
1,55,"$50,535",0,5524.2
1,33,"$33,221",1,5445.4
1,42,"$24,789",1,5414.4
1,21,"$31,259",1,4174.0
1,20,"$51,682",0,5577.0
1,79,"$34,359",1,5166.4
1,39,"$42,090",1,4321.0
1,20,"$42,706",1,5514.1
1,40,"$57,179",1,5266.4
1,20,"$26,904",0,4650.0
1,19,"$29,217",1,5092.3
1,40,"$63,587",0,5251.3
1,34,"$41,815",1,5303.0
1,18,"$41,277",1,4057.6
1,70,"$55,967",1,4076.8
1,24,"$38,440",1,5917.0
1,53,"$42,434",0,5669.6
1,46,"$32,696",1,4055.5
1,27,"$43,379",0,4208.8
1,28,"$48,049",0,5056.7
1,35,"$36,497",0,4549.9
1,57,"$10,352",1,5352.8
1,60,"$49,887",0,4341.6
1,41,"$51,877",0,5123.9
1,73,"$39,132",1,5909.0
1,24,"$40,031",0,4170.6
1,27,"$36,493",1,4815.7
1,83,"$33,315",1,5891.7
1,65,"$44,682",1,5790.4
1,36,"$54,667",1,5985.7
1,59,"$59,599",1,5882.7
1,74,"$42,054",0,5915.1
1,58,"$38,684",1,4587.4
1,76,"$45,135",0,5741.3
1,44,"$34,926",0,4931.4
1,60,"$30,468",1,5671.2
1,40,"$53,084",1,4493.8
1,78,"$55,866",1,4461.0
1,20,"$37,326",1,4599.9
1,37,"$35,337",0,4785.4
1,57,"$36,060",0,6029.8
1,20,"$29,005",1,4656.3
1,60,"$34,120",0,5951.1
1,44,"$52,310",1,4824.8
1,28,"$36,929",0,4798.4
1,57,"$48,787",1,4052.0
1,30,"$34,749",1,4156.0
1,20,"$60,878",1,4042.4
1,82,"$36,968",1,4243.6
1,65,"$53,346",1,5129.2
1,48,"$47,241",0,5123.9
1,52,"$54,280",0,4189.0
1,63,"$25,580",1,5515.1
1,27,"$32,882",0,5209.0
1,80,"$12,223",0,4443.6
1,52,"$42,732",1,5208.2
1,35,"$54,317",1,4971.7
1,32,"$43,707",0,4426.0
1,25,"$40,715",0,5904.6
1,20,"$58,048",0,4104.6
1,81,"$79,156",0,4224.0
1,67,"$23,143",0,5884.6
1,82,"$43,624",1,5421.4
1,70,"$47,319",0,5966.6
1,19,"$48,444",1,4692.1
1,55,"$37,756",0,5447.8
1,83,"$12,282",1,5948.2
1,76,"$22,813",1,5469.9
1,36,"$64,474",1,4453.0
1,54,"$43,110",0,5686.2
1,71,"$32,547",1,5872.1
1,85,"$75,653",0,5936.6
1,77,"$48,500",1,5936.3
1,43,"$54,570",1,4548.6
1,62,"$18,802",1,5817.4
1,33,"$46,261",1,4390.7
1,54,"$64,610",0,5385.9
