state_fips,age,income,urban,weight
1,70,"$33,801",0,4715.2
1,78,"$33,509",0,4414.3
1,58,"$32,449",0,4361.1
1,47,"$43,508",0,4948.4
1,60,"$51,584",1,4930.9
1,72,"$39,757",0,5612.7
1,28,"$32,975",1,5415.7
1,26,"$67,693",1,4716.4
1,37,"$52,527",1,4680.2
1,50,"$18,141",1,5473.4
1,27,"$25,650",1,4049.4
1,55,"$53,847",1,5622.2
1,66,"$58,761",0,4394.8
1,35,"$22,604",0,4853.4
1,55,"$47,046",0,5378.6
1,27,"$51,127",0,4867.2
1,65,"$60,617",0,5286.0
1,49,"$35,009",0,4963.7
1,67,"$48,343",0,5083.7
1,75,"$44,550",0,5360.8
1,80,"$22,635",0,4301.8
1,25,"$34,997",0,5428.4
1,27,"$44,009",1,5064.0
1,19,"$50,291",1,5401.9
1,72,"$48,588",1,4318.4
1,30,"$39,274",0,5690.6
1,65,"$62,022",0,5485.2
1,80,"$33,624",0,4833.4
1,39,"$30,007",0,4800.3
1,54,"$33,409",1,5819.3
1,74,"$28,128",0,5273.2
1,82,"$37,473",0,5282.8
1,69,"$24,862",1,4842.6
1,85,"$37,134",1,5885.5
1,71,"$42,973",1,4837.6
1,30,"$27,805",1,4022.5
1,57,"$23,979",1,5563.9
1,24,"$33,349",1,4616.6
1,52,"$21,877",0,4303.8
1,53,"$36,686",1,5577.1
1,74,"$53,815",1,4649.7
1,74,"$42,216",0,5402.0
1,54,"$15,889",1,4376.8
1,44,"$58,663",0,5526.9
1,54,"$28,500",0,4654.1
1,50,"$38,254",1,5739.3
1,80,"$53,445",1,4276.3
1,51,"$49,055",1,4736.8
1,72,"$54,607",1,4569.5
1,42,"$66,381",1,4502.1
1,61,"$36,549",1,4445.6
1,32,"$29,407",1,4599.8
1,79,"$10,291",1,5149.5
1,53,"$46,399",0,5619.7
1,76,"$54,114",0,5883.1
1,81,"$42,964",1,4178.0
1,63,"$32,637",0,4596.1
1,22,"$10,291",1,5853.9
1,80,"$25,563",1,4584.2
1,49,"$11,420",0,5466.4
1,43,"$51,241",0,5781.5
1,20,"$41,723",0,5504.6
1,83,"$42,268",0,4953.5
1,64,"$35,686",1,5977.9
1,54,"$29,557",1,4862.6
1,50,"$33,878",0,4201.9
1,71,"$42,692",1,4554.8
1,75,"$18,169",0,4980.4
1,75,"$22,476",0,4024.3
1,41,"$27,414",0,4761.2
1,65,"$34,888",1,4105.1
1,81,"$29,058",0,4978.7
1,51,"$40,418",1,5960.3
1,65,"$44,698",1,5709.8
1,34,"$30,855",0,5401.4
1,84,"$64,182",0,4359.3
1,27,"$53,779",0,4153.7
1,76,"$62,594",1,5802.0
1,31,"$51,578",1,5072.0
1,29,"$51,267",1,4642.9
1,62,"$41,111",1,5862.1
1,55,"$41,380",0,4732.9
1,61,"$32,952",1,5545.5
1,70,"$27,623",1,4261.0
1,32,"$36,518",1,4809.3
1,83,"$18,425",0,5437.0
1,36,"$45,590",1,4067.2
1,80,"$37,570",1,4652.5
1,26,"$61,402",0,4285.0
1,33,"$46,140",1,4815.9
1,51,"$43,080",0,4364.5
1,69,"$23,281",0,4485.9
1,62,"$30,270",1,4230.9
1,45,"$63,538",0,4427.4
1,68,"$40,839",1,4642.3
1,63,"$31,795",1,4358.6
1,85,"$30,279",0,5068.3
1,56,"$50,066",1,5367.5
1,49,"$26,934",0,5906.2
1,20,"$39,727",1,5833.7
1,82,"$22,644",1,5965.1
1,66,"$25,494",0,5129.8
1,36,"$65,731",1,4554.6
1,40,"$29,786",0,4615.9
1,68,"$49,561",0,4511.3
1,71,"$47,369",1,4425.0
1,54,"$19,101",1,5285.3
1,47,"$44,938",0,5585.8
1,79,"$30,471",1,5965.1
1,57,"$23,775",0,5181.2
1,54,"$67,522",1,5488.2
1,67,"$14,471",0,5622.2
1,28,"$49,844",1,5908.3
