state_fips,age,income,urban,weight
1,60,"$54,409",1,4930.1
1,80,"$17,993",1,5596.1
1,82,"$42,496",0,4413.0
1,79,"$23,040",1,5198.4
1,65,"$35,605",1,4990.4
1,66,"$35,591",0,5818.2
1,43,"$45,395",1,5532.5
1,37,"$42,065",1,4018.9
1,58,"$32,594",0,5150.2
1,34,"$49,727",1,5319.8
1,56,"$47,186",1,4449.3
1,68,"$39,002",0,4114.3
1,60,"$18,532",0,5039.9
1,63,"$37,759",1,4051.9
1,85,"$51,038",1,3964.8
1,66,"$37,762",1,5700.1
1,22,"$50,335",1,5177.6
1,65,"$34,182",0,4837.9
1,45,"$59,664",1,4832.4
1,38,"$30,764",1,5634.1
1,31,"$65,435",0,5268.2
1,63,"$57,293",1,4468.5
1,28,"$48,944",1,4596.7
1,68,"$26,632",0,4042.4
1,38,"$39,143",0,5348.3
1,51,"$52,989",0,4054.5
1,51,"$46,377",0,5567.9
1,57,"$23,209",1,4389.3
1,38,"$32,999",1,5380.4
1,74,"$36,604",1,5506.7
1,78,"$49,170",0,5439.2
1,78,"$57,573",0,5453.8
1,28,"$49,825",0,5506.6
1,77,"$44,776",0,5850.5
1,55,"$63,688",1,4719.2
1,66,"$52,145",0,5769.4
1,60,"$36,726",0,4792.2
1,54,"$48,973",1,5228.5
1,72,"$34,752",1,5077.4
1,57,"$34,582",1,4367.1
1,82,"$48,294",1,5086.2
1,55,"$37,820",0,4389.4
1,26,"$54,496",1,4361.3
1,56,"$26,326",1,5773.9
1,20,"$28,060",1,4670.4
1,55,"$31,267",1,5731.8
1,48,"$18,097",0,5858.3
1,67,"$35,809",1,4121.0
1,71,"$47,474",1,4297.1
1,75,"$30,140",1,5424.3
1,37,"$31,035",0,5000.5
1,50,"$40,637",0,5065.9
1,75,"$48,972",0,5692.8
1,54,"$44,112",0,5875.7
1,29,"$35,795",1,4901.4
1,67,"$23,959",0,5446.6
1,80,"$14,552",1,4946.3
1,64,"$39,363",0,5011.2
1,56,"$42,141",1,4121.3
1,34,"$41,731",1,5383.1
1,25,"$51,967",1,5562.3
1,18,"$27,253",1,5573.5
1,84,"$43,403",1,5894.5
1,72,"$50,995",1,3986.3
1,68,"$40,093",1,4445.8
1,81,"$34,650",1,4828.2
1,45,"$30,139",0,4985.5
1,79,"$20,752",0,5364.7
1,20,"$11,592",0,5375.4
1,60,"$23,174",0,4258.6
1,61,"$32,322",0,4638.8
1,24,"$44,810",1,5288.8
1,79,"$18,998",0,5336.3
1,38,"$53,897",1,5737.4
1,28,"$57,727",1,4398.6
1,44,"$35,514",0,4882.5
1,43,"$41,259",1,5325.4
1,54,"$45,825",1,4096.9
1,23,"$44,452",1,4780.7
1,57,"$37,970",0,4137.0
1,78,"$37,982",1,4841.7
1,37,"$37,891",1,5171.4
1,46,"$44,858",0,4349.0
1,77,"$50,272",1,4171.1
1,38,"$39,037",1,5415.7
1,72,"$29,559",0,5682.2
1,25,"$39,583",0,4225.7
1,62,"$11,137",0,5003.5
1,19,"$41,091",0,4145.4
1,45,"$11,073",1,5812.5
1,27,"$31,946",0,5285.3
1,43,"$23,944",0,4855.3
1,60,"$47,731",0,5426.5
1,46,"$32,913",1,4603.0
1,35,"$15,545",1,5816.6
1,42,"$50,172",1,4486.9
1,33,"$19,369",1,4700.5
1,85,"$27,030",1,4732.1
1,53,"$25,607",0,4218.6
1,60,"$48,398",1,4517.5
1,66,"$12,433",1,5555.9
1,29,"$20,608",1,5068.4
1,43,"$25,817",0,4633.8
1,80,"$16,505",0,4162.1
1,44,"$19,420",0,5890.5
1,18,"$11,498",1,5319.2
1,72,"$26,251",0,4101.0
1,28,"$41,776",1,4855.0
1,40,"$39,765",0,4530.8
1,61,"$43,374",1,5518.7
1,56,"$25,732",1,5697.7
1,33,"$33,261",0,5124.1
1,76,"$29,150",0,3989.7
1,36,"$53,124",1,4059.5
1,81,"$39,826",0,4681.6
1,73,"$29,666",0,4859.2
1,41,"$28,970",1,5843.7
1,75,"$36,784",1,4600.0
1,62,"$43,517",1,5768.8
1,55,"$38,416",0,4913.7
1,73,"$28,120",0,4540.5
1,81,"$34,447",1,4178.8
1,57,"$25,499",1,4129.2
1,52,"$41,456",0,5010.0
1,18,"$25,805",1,5087.9
1,34,"$32,890",0,4112.3
1,74,"$52,469",0,5019.0
1,40,"$54,106",1,5507.5
1,65,"$46,770",1,4493.6
1,43,"$52,751",1,4839.4
1,45,"$49,430",0,4358.9
1,30,"$31,357",1,4282.8
1,49,"$32,456",0,4560.1
1,76,"$47,641",1,4021.3
1,24,"$26,581",1,4608.7
1,31,"$36,955",0,4381.2
1,44,"$46,253",0,5724.4
1,25,"$56,478",0,5177.6
1,43,"$45,636",0,5480.5
1,44,"$36,461",0,4152.6
1,44,"$49,620",1,4835.1
1,37,"$52,571",0,4283.7
1,33,"$66,517",1,5610.9
1,40,"$64,772",1,4012.5
1,62,"$40,696",0,5478.2
1,19,"$26,072",1,4623.7
1,36,"$45,692",0,5440.5
1,30,"$32,206",1,4065.6
1,61,"$44,157",1,5689.3
1,30,"$19,836",0,5387.0
1,26,"$22,873",0,4680.2
1,40,"$39,601",1,4529.7
1,54,"$49,913",1,5455.4
1,80,"$34,933",1,5113.3
1,67,"$50,852",0,4842.5
1,20,"$30,606",0,5512.2
1,41,"$53,257",1,5192.9
1,61,"$50,632",1,5640.7
1,81,"$42,467",0,5511.0
1,63,"$33,085",1,4806.3
1,36,"$62,198",1,4724.7
1,68,"$51,448",1,4747.7
1,81,"$25,357",1,4148.6
1,76,"$54,677",0,4429.7
1,37,"$30,418",0,4956.3
1,22,"$40,080",1,5639.1
1,69,"$51,132",0,5835.2
1,36,"$28,264",1,5558.9
1,22,"$33,389",1,4705.4
1,26,"$38,928",0,5735.9
1,78,"$46,501",0,5001.9
1,63,"$19,295",1,5264.0
1,72,"$42,015",0,4140.8
1,34,"$47,274",0,4993.3
1,55,"$25,972",1,4599.1
1,33,"$31,295",1,5501.0
1,85,"$54,485",1,4537.4
1,33,"$32,713",0,4453.6
1,82,"$44,469",0,5857.7
1,46,"$42,534",1,4001.9
1,55,"$51,352",1,4699.2
1,54,"$20,558",1,4234.8
1,80,"$39,633",1,5495.7
1,48,"$24,616",1,4435.2
1,80,"$40,389",1,5625.3
1,29,"$40,771",1,5545.1
1,84,"$15,939",1,5516.0
1,44,"$34,891",1,5438.1
1,53,"$35,442",0,5670.2
1,21,"$40,994",1,4567.1
1,79,"$39,417",0,4189.3
1,26,"$27,323",1,4193.4
1,51,"$44,522",0,5004.7
1,19,"$51,336",0,5380.2
1,59,"$45,830",1,5052.1
1,20,"$19,730",0,5478.7
1,24,"$32,219",0,5217.6
1,67,"$24,463",0,4644.0
1,54,"$33,761",1,3994.6
1,63,"$56,397",1,4752.5
2,37,"$36,725",1,7486.1
2,43,"$36,428",0,6737.0
2,78,"$44,639",0,7054.1
2,77,"$52,444",0,5711.0
2,41,"$34,191",0,6935.9
2,55,"$56,704",0,5710.1
2,50,"$25,262",0,6090.6
2,36,"$35,125",1,6509.2
2,18,"$69,210",0,5768.5
2,69,"$46,232",1,7999.4
2,64,"$43,390",0,7209.3
2,21,"$59,406",1,7379.3
2,32,"$47,814",0,6918.5
2,65,"$45,553",1,5682.5
2,21,"$40,189",0,6506.5
2,21,"$46,718",0,8350.3
2,64,"$69,305",0,8062.1
2,63,"$45,791",1,7011.1
2,78,"$33,329",0,7075.6
2,57,"$50,816",0,6798.6
2,50,"$36,150",1,8037.4
2,83,"$27,577",0,8198.3
2,84,"$35,729",0,7196.3
2,27,"$41,758",0,5949.5
2,83,"$44,852",0,6374.3
2,52,"$35,242",0,8020.1
2,82,"$54,137",0,7597.8
2,43,"$40,694",0,6623.1
2,25,"$56,080",1,5862.1
2,31,"$33,172",0,7898.8
2,56,"$47,563",0,6756.8
2,67,"$30,203",0,6484.5
2,39,"$43,087",0,6595.0
2,34,"$44,624",1,7104.0
2,30,"$47,688",0,5927.4
2,34,"$12,350",1,7305.4
2,40,"$46,527",0,6621.9
2,47,"$93,879",0,6982.4
2,78,"$41,408",0,5696.1
2,41,"$42,898",1,6778.5
2,25,"$57,645",1,7639.8
2,28,"$46,878",1,6624.7
2,60,"$55,995",0,8261.9
2,41,"$25,085",0,6396.1
2,56,"$44,097",0,6822.7
2,41,"$53,904",0,7498.6
2,37,"$56,568",0,8407.9
2,53,"$40,353",1,6023.5
2,53,"$47,605",0,7715.6
2,49,"$43,074",0,6563.3
2,29,"$46,827",0,8383.7
2,40,"$35,231",0,7438.4
2,39,"$42,001",0,7266.0
2,68,"$44,583",1,5745.6
2,55,"$65,533",1,6892.1
2,26,"$38,049",0,6197.1
2,73,"$66,218",1,7836.3
2,33,"$32,454",0,6392.6
2,65,"$48,210",0,6949.0
2,25,"$32,742",1,7694.8
2,74,"$43,395",0,8105.2
2,40,"$64,200",1,6749.8
2,21,"$52,686",0,7407.8
2,20,"$20,688",0,6711.7
2,79,"$46,408",1,5945.2
2,38,"$38,465",0,6287.6
2,61,"$47,696",0,7052.3
2,26,"$48,290",1,8507.3
2,19,"$23,434",0,8392.2
2,83,"$38,449",1,7366.6
2,83,"$67,304",0,7625.3
2,65,"$41,597",1,7247.2
2,80,"$51,895",1,7845.8
2,33,"$52,947",0,6859.1
2,24,"$41,988",1,8272.2
2,78,"$25,468",0,8336.6
2,48,"$43,571",1,6361.0
2,18,"$43,188",0,6388.1
2,56,"$26,850",0,7057.5
2,26,"$60,902",1,7505.9
2,49,"$29,539",0,8336.4
2,58,"$47,050",0,7965.5
2,75,"$36,207",0,7852.1
2,43,"$35,677",0,7459.8
2,56,"$43,791",0,7684.0
2,57,"$53,665",0,8090.7
2,38,"$29,250",0,5723.9
2,45,"$52,523",0,7347.6
2,28,"$56,169",1,6796.1
2,50,"$41,514",0,6395.2
2,63,"$32,435",1,7337.1
2,27,"$32,986",0,6191.8
2,61,"$31,562",0,7578.4
2,74,"$57,898",0,8313.6
2,74,"$35,132",1,5955.2
2,42,"$38,207",1,7904.0
2,59,"$47,467",0,5917.7
2,80,"$39,715",1,6389.0
2,46,"$57,216",0,5865.6
2,20,"$22,093",0,5973.4
2,79,"$50,167",1,5934.0
2,67,"$43,227",1,5682.8
2,39,"$41,120",0,8370.9
2,74,"$42,085",0,8141.5
2,20,"$29,024",1,8041.5
2,69,"$27,508",1,7452.4
2,83,"$28,528",1,7779.7
2,39,"$68,789",0,5687.8
2,24,"$45,618",0,7789.8
2,22,"$38,169",0,7535.0
2,59,"$54,864",1,6877.4
2,61,"$58,329",0,5697.0
2,84,"$30,481",0,7365.4
2,42,"$67,178",1,6363.0
2,31,"$44,412",0,8162.9
2,85,"$38,196",1,7354.6
2,33,"$24,382",0,7453.1
2,50,"$47,133",0,7529.2
2,64,"$26,207",0,5752.4
2,71,"$52,671",1,6467.3
2,44,"$41,641",1,6025.7
2,39,"$60,488",0,6490.0
2,84,"$37,448",0,5963.8
2,48,"$40,402",0,7745.1
2,43,"$29,086",0,6944.8
2,68,"$31,893",0,6530.6
2,24,"$53,460",0,5812.8
