state_fips,age,income,urban,weight
1,46,"$25,070",1,5942.7
1,70,"$21,961",0,5609.9
1,58,"$25,284",0,5731.6
1,58,"$56,217",0,4488.9
1,61,"$47,975",1,4918.9
1,50,"$41,923",0,4495.4
1,31,"$30,168",0,5584.1
1,59,"$47,945",1,5712.8
1,73,"$82,705",1,4423.6
1,63,"$56,766",0,5487.8
1,73,"$17,306",1,6178.1
1,37,"$51,376",0,5132.2
1,29,"$52,112",0,5621.7
1,46,"$13,791",1,5656.5
1,26,"$37,187",0,5698.0
1,61,"$46,998",1,4488.7
1,64,"$32,068",0,5847.1
1,84,"$53,805",1,6303.8
1,67,"$40,356",1,5749.1
1,78,"$84,830",1,4944.4
1,25,"$36,513",0,4342.4
1,56,"$36,347",0,5204.7
1,76,"$11,030",0,6081.0
1,61,"$62,428",0,5569.2
1,63,"$42,920",0,6137.5
1,74,"$49,084",0,5565.7
1,22,"$35,728",1,5026.2
1,84,"$43,628",0,5917.0
1,37,"$47,753",1,4921.4
1,26,"$27,623",1,6028.9
1,74,"$40,174",0,4882.4
1,20,"$44,494",1,5212.1
1,84,"$48,371",0,6366.3
1,24,"$38,180",0,6177.5
1,24,"$58,962",0,4747.3
1,38,"$56,436",1,5190.6
1,82,"$33,368",1,4966.3
1,73,"$25,341",0,4448.8
1,81,"$62,828",0,6198.6
1,67,"$46,931",1,4655.4
1,77,"$48,984",1,5444.9
1,28,"$63,498",1,5056.5
1,27,"$55,980",1,5105.3
1,68,"$36,103",0,4400.6
1,69,"$41,495",0,4956.4
1,23,"$37,714",1,6060.3
1,70,"$44,882",1,4756.0
1,69,"$41,598",1,5695.6
1,26,"$46,839",0,5620.6
1,54,"$27,509",0,4266.2
1,68,"$64,389",1,4473.6
1,28,"$33,228",0,4595.7
1,81,"$51,565",0,5252.4
1,28,"$29,868",1,5740.4
1,82,"$37,954",0,4314.3
1,32,"$50,492",0,5416.1
1,85,"$62,475",1,6219.5
1,34,"$43,713",0,4792.3
1,39,"$42,739",1,5320.7
1,34,"$34,964",0,4973.7
1,57,"$33,087",1,4522.2
1,62,"$24,752",1,5177.4
1,36,"$28,598",1,6326.3
1,38,"$61,209",0,5417.4
1,18,"$30,805",0,4333.9
1,50,"$56,967",1,5078.6
1,50,"$49,066",1,5657.7
1,76,"$33,030",1,4635.3
1,62,"$41,752",0,4503.9
1,40,"$51,532",0,5273.8
1,54,"$53,559",1,4580.9
1,82,"$18,033",0,4898.7
1,67,"$52,248",1,5682.1
1,82,"$33,569",1,4413.4
1,54,"$48,995",0,4275.9
1,76,"$41,969",0,4350.2
1,40,"$47,326",1,4324.4
1,23,"$54,168",0,6033.4
1,55,"$43,105",1,6004.0
1,72,"$36,872",1,5797.7
1,83,"$26,340",1,5248.1
1,59,"$67,764",1,5858.9
1,71,"$53,367",0,4515.7
1,18,"$62,078",0,5808.0
1,32,"$56,675",0,5510.3
1,34,"$56,233",1,5827.6
1,56,"$71,416",1,4998.1
1,31,"$33,163",1,4984.3
1,72,"$33,673",0,5818.1
1,39,"$46,710",1,4952.5
1,50,"$44,213",1,5817.9
1,21,"$36,583",0,4924.7
1,78,"$44,276",1,6025.3
1,74,"$33,950",1,4868.7
1,80,"$35,608",1,6155.0
1,84,"$50,642",0,6055.6
1,61,"$38,141",1,4457.4
1,81,"$51,779",0,6305.6
1,81,"$39,749",1,4965.3
1,69,"$70,578",1,6009.2
1,75,"$67,764",0,6216.9
1,75,"$54,932",0,5831.2
1,65,"$22,146",1,5290.7
1,26,"$62,636",0,5483.8
1,43,"$32,865",0,4621.0
1,82,"$36,082",1,5030.5
1,83,"$24,596",0,5534.0
1,35,"$36,377",1,4546.3
1,36,"$50,482",0,5529.4
1,24,"$43,226",0,6068.9
