state_fips,age,income,urban,weight
1,43,"$65,333",1,5200.1
1,31,"$48,666",1,5765.4
1,81,"$53,651",0,5952.9
1,26,"$45,379",1,6194.4
1,65,"$27,362",0,6165.8
1,66,"$42,978",1,5812.1
1,48,"$29,901",1,4316.7
1,63,"$67,219",0,5797.4
1,61,"$52,344",1,5568.3
1,80,"$39,148",1,5185.9
1,67,"$55,423",0,4595.8
1,32,"$37,408",1,5674.7
1,80,"$47,815",0,4439.3
1,55,"$37,254",0,5809.2
1,41,"$38,270",1,4550.8
1,35,"$40,479",1,4257.8
1,54,"$55,406",0,4818.6
1,37,"$54,265",1,4907.5
1,81,"$35,731",1,6011.4
1,38,"$45,141",0,5663.4
1,44,"$51,648",0,5373.4
1,56,"$49,251",1,4656.5
1,68,"$59,322",1,4584.9
1,22,"$43,780",1,4528.2
1,59,"$44,999",1,6150.9
1,34,"$26,087",1,6211.1
1,56,"$10,986",0,4861.8
1,39,"$14,616",1,4669.1
1,80,"$58,014",1,5977.4
1,63,"$27,988",1,5423.4
1,53,"$60,351",0,4805.8
1,54,"$47,684",0,5277.9
1,80,"$35,290",1,4687.2
1,48,"$62,570",1,5815.4
1,44,"$48,923",0,4607.5
1,59,"$61,184",0,5901.8
1,58,"$15,772",1,6210.0
1,49,"$44,817",0,5637.8
1,53,"$23,220",0,5809.1
1,22,"$50,872",0,5539.4
1,38,"$69,949",1,5312.0
1,57,"$26,388",1,6185.3
1,75,"$50,927",1,5187.0
1,27,"$65,371",0,5971.6
1,64,"$32,963",1,4499.1
1,78,"$70,284",0,4565.9
1,33,"$52,505",1,6145.3
1,58,"$55,577",0,4360.2
1,48,"$51,921",1,5963.9
1,78,"$58,497",1,5462.9
1,84,"$18,475",1,5724.6
1,51,"$38,664",1,5431.8
1,56,"$45,843",1,5574.5
1,82,"$63,266",0,4884.2
1,36,"$24,322",1,4647.4
1,45,"$27,933",1,4871.2
1,36,"$72,225",0,4618.0
1,30,"$56,524",1,5721.7
1,26,"$41,854",1,5779.3
1,66,"$56,845",1,5712.4
1,44,"$46,178",1,6046.7
1,25,"$53,433",0,5733.2
1,44,"$58,001",1,5383.3
1,56,"$40,138",1,6026.4
1,78,"$41,892",1,5661.9
1,75,"$54,074",1,4845.0
1,26,"$39,909",1,5179.3
1,65,"$56,131",0,4563.1
1,53,"$16,814",0,5920.8
1,78,"$56,450",1,4955.0
1,37,"$41,664",1,6036.1
1,20,"$45,077",1,6302.9
1,45,"$40,741",1,4423.6
1,76,"$42,639",0,6262.0
1,27,"$31,027",1,5037.5
1,42,"$53,870",0,5096.4
1,47,"$58,886",0,5430.0
1,51,"$52,505",1,5094.2
1,83,"$25,050",0,6052.3
1,18,"$51,766",1,4352.0
1,44,"$57,136",0,6321.3
1,23,"$43,871",1,6274.8
1,75,"$49,633",0,5204.4
1,66,"$43,303",0,4589.1
1,55,"$39,787",0,4762.6
1,18,"$48,993",1,4617.5
1,56,"$45,483",0,5130.0
1,69,"$38,083",1,5614.1
1,36,"$55,221",0,4858.8
1,75,"$46,395",0,5112.4
1,55,"$36,290",1,4506.5
1,69,"$45,072",1,6277.5
1,18,"$68,505",1,5308.6
1,80,"$34,518",1,5006.1
1,47,"$64,349",0,5528.6
1,19,"$51,222",1,5377.9
1,57,"$32,082",1,4634.4
1,63,"$34,260",1,4765.6
1,20,"$32,458",0,5232.6
1,56,"$40,935",0,4336.3
1,40,"$57,828",1,5626.2
1,70,"$36,008",1,4389.1
1,24,"$19,042",0,6284.4
1,28,"$9,978",0,5571.1
1,45,"$32,642",0,5776.8
1,75,"$49,234",1,5907.1
1,72,"$45,572",1,5394.1
1,34,"$43,465",1,5758.8
1,62,"$40,164",0,5658.3
1,46,"$28,930",1,5113.7
1,41,"$44,575",0,4500.6
1,40,"$41,619",1,5293.6
1,32,"$53,860",1,5218.9
1,44,"$22,629",1,5065.7
1,56,"$27,598",1,4254.0
1,77,"$33,340",0,5682.0
1,33,"$48,709",0,4717.3
1,31,"$38,385",1,4724.3
1,70,"$35,092",1,4534.8
1,56,"$39,435",1,6253.2
1,74,"$34,599",0,5269.2
1,40,"$28,510",0,5115.0
1,63,"$36,634",0,6007.3
1,59,"$43,344",1,5025.8
1,18,"$26,647",0,6334.2
1,79,"$43,117",1,6019.4
1,63,"$51,668",1,5487.4
1,32,"$38,155",1,5452.9
1,31,"$37,119",1,5029.7
1,48,"$44,560",0,6038.9
1,24,"$50,356",1,5814.1
1,49,"$25,187",0,4604.6
1,27,"$44,050",1,4374.7
1,56,"$51,544",0,5050.0
1,62,"$45,088",1,4695.4
1,74,"$32,072",0,4564.6
1,22,"$64,697",1,5015.8
1,22,"$55,064",1,5307.7
1,20,"$28,127",0,6017.2
1,56,"$45,070",1,4449.2
1,48,"$47,081",1,4744.5
1,19,"$68,427",0,4864.1
1,52,"$69,983",0,4569.3
1,35,"$19,942",1,4760.9
1,67,"$55,500",1,4898.3
1,23,"$42,408",0,6126.4
1,70,"$57,551",1,6093.7
1,65,"$49,154",1,5703.2
1,38,"$41,609",1,4626.4
1,24,"$50,696",1,5966.9
1,48,"$37,198",0,4760.0
1,45,"$35,353",0,5717.8
1,82,"$44,221",1,5040.6
1,64,"$42,218",1,4542.5
1,84,"$32,927",1,5952.8
1,21,"$59,283",0,5196.7
1,47,"$27,261",0,4538.9
1,22,"$46,349",1,6357.0
1,33,"$43,699",1,5423.4
1,34,"$21,164",1,5925.9
1,68,"$50,944",1,5274.1
1,29,"$42,922",0,5823.3
1,81,"$33,117",0,5579.6
1,24,"$45,923",1,4325.9
1,57,"$42,432",1,4615.8
1,26,"$25,639",0,4283.7
1,55,"$43,583",0,6068.3
1,39,"$40,415",1,5009.4
1,33,"$42,580",0,4876.2
1,84,"$53,206",0,4871.9
1,51,"$37,565",0,6332.8
1,56,"$31,518",1,4979.1
1,71,"$59,060",1,4353.1
1,78,"$63,204",0,4728.2
1,23,"$65,185",1,5470.8
1,60,"$21,851",0,4960.5
1,20,"$47,958",1,5972.7
1,28,"$31,703",1,5889.2
1,26,"$15,212",1,5574.1
1,54,"$22,902",0,5810.3
1,72,"$56,077",0,5869.5
1,23,"$60,081",1,4979.0
1,85,"$37,457",1,5572.9
1,19,"$36,623",0,4328.9
1,85,"$43,987",0,4386.8
1,52,"$30,932",1,6345.7
1,70,"$47,416",1,4844.1
1,65,"$29,628",1,5110.5
1,65,"$58,688",1,5066.7
1,75,"$44,344",0,5945.5
1,57,"$57,229",0,4250.9
1,65,"$58,592",0,4412.9
1,22,"$33,472",1,5048.7
1,30,"$37,428",0,5129.3
1,51,"$44,764",0,4969.6
1,77,"$17,643",0,5815.1
1,29,"$55,965",0,4845.0
1,31,"$50,245",0,6318.0
1,54,"$33,717",0,6292.7
1,32,"$38,330",0,5386.5
2,48,"$47,398",0,8157.2
2,37,"$78,160",0,8516.4
2,84,"$46,127",1,6713.9
2,69,"$49,874",1,8306.9
2,50,"$45,646",0,8046.9
2,75,"$48,151",0,8464.1
2,62,"$25,792",1,8550.0
2,24,"$36,095",0,6519.5
2,31,"$16,243",1,7323.5
2,81,"$30,901",0,6662.5
2,39,"$46,760",0,6677.1
2,24,"$57,284",0,7416.3
2,47,"$45,175",0,7770.7
2,63,"$51,684",0,7026.4
2,19,"$32,493",1,8127.3
2,61,"$85,046",0,7288.8
2,22,"$51,642",0,7332.2
2,29,"$58,478",1,6221.0
2,77,"$51,910",1,8591.9
