state_fips,age,income,urban,weight
1,58,"$30,331",0,4199.0
1,43,"$40,297",0,4168.4
1,69,"$54,290",1,4697.2
1,31,"$36,113",1,5631.3
1,38,"$39,626",1,5341.7
1,19,"$67,686",0,4097.7
1,52,"$59,026",0,5791.4
1,75,"$47,693",1,4750.7
1,53,"$37,778",0,5255.5
1,34,"$61,013",1,5715.3
1,81,"$27,823",1,5565.5
1,77,"$33,948",1,5993.9
1,54,"$49,969",1,5719.1
1,22,"$29,089",1,4674.4
1,67,"$46,556",1,4151.0
1,41,"$36,161",0,5491.5
1,44,"$56,946",1,4991.5
1,43,"$17,699",1,4908.6
1,26,"$49,522",0,5322.4
1,25,"$40,759",0,4931.1
1,65,"$46,777",0,5363.7
1,65,"$39,478",1,5097.3
1,73,"$54,302",1,4120.5
1,80,"$29,020",1,4334.8
1,62,"$29,070",0,4097.3
1,80,"$33,789",0,5529.6
1,42,"$38,172",0,5683.5
1,44,"$30,524",0,4129.6
1,20,"$56,187",0,4257.2
1,74,"$63,061",1,5784.8
1,35,"$57,350",0,5350.8
1,38,"$60,574",0,5453.9
1,46,"$33,197",1,4590.9
1,74,"$27,723",0,5173.3
1,50,"$55,003",0,4923.6
1,61,"$20,552",1,4301.4
1,53,"$61,379",0,5071.4
1,23,"$25,963",1,5927.5
1,50,"$28,123",1,4956.2
1,25,"$14,326",1,5565.5
1,57,"$54,557",1,4753.7
1,33,"$26,640",1,5512.8
1,38,"$43,911",1,5590.0
1,55,"$20,974",1,5728.4
1,28,"$50,743",0,6026.2
1,24,"$22,218",0,5845.8
1,33,"$39,373",1,5850.3
1,57,"$45,679",0,5986.7
1,62,"$34,822",0,5177.0
1,35,"$29,675",1,4948.4
1,78,"$38,692",0,4071.3
1,84,"$38,955",1,4793.8
1,65,"$34,990",0,5387.2
1,63,"$34,008",1,4572.8
1,38,"$41,409",1,4155.6
1,44,"$59,191",0,5287.3
1,33,"$33,909",1,5282.6
1,56,"$46,694",0,5984.0
1,37,"$31,825",0,5075.1
1,52,"$21,030",0,5254.3
1,59,"$44,628",1,5107.3
1,48,"$34,629",0,6012.6
1,20,"$35,251",0,5909.9
1,67,"$31,694",1,4123.1
1,43,"$44,205",0,5400.1
1,84,"$17,538",1,5385.9
1,66,"$44,735",1,4813.5
1,22,"$23,442",1,4623.4
1,77,"$60,309",0,5562.9
1,18,"$25,877",0,5879.7
1,51,"$28,980",1,4874.3
1,34,"$46,604",1,5188.0
1,50,"$50,652",0,4113.1
1,41,"$29,977",1,5895.4
1,54,"$61,591",0,5009.0
1,68,"$15,927",0,4326.5
1,42,"$34,212",1,4537.2
1,61,"$40,818",0,4613.4
1,63,"$24,060",0,4770.9
1,45,"$32,496",1,5444.5
1,55,"$64,604",0,4799.9
1,36,"$43,780",1,5446.8
1,45,"$45,335",0,5583.4
1,52,"$48,193",0,5552.6
1,50,"$45,528",1,5566.0
1,34,"$47,276",0,4678.6
1,83,"$46,590",1,5070.1
1,48,"$20,841",1,5219.0
1,63,"$39,124",1,4683.8
1,58,"$27,580",0,4339.6
1,85,"$30,295",1,5165.5
1,33,"$37,777",1,4682.8
1,24,"$16,188",0,5009.3
1,77,"$62,024",0,4535.9
1,35,"$42,402",0,4614.6
1,73,"$38,079",1,4603.6
1,33,"$39,882",1,5357.3
1,36,"$28,900",1,4297.6
1,46,"$53,687",1,5060.4
1,44,"$34,966",1,5531.0
1,24,"$34,488",1,5813.9
1,49,"$29,027",0,4977.1
1,29,"$48,400",1,5535.6
1,44,"$45,110",1,4937.4
1,27,"$31,832",1,4581.7
1,71,"$53,883",1,4763.2
1,40,"$51,435",1,4451.1
1,29,"$9,976",0,5762.5
1,67,"$34,821",1,4821.3
1,29,"$49,597",1,4688.0
1,47,"$20,492",0,5288.4
1,20,"$56,553",0,5725.2
1,42,"$33,490",0,5604.2
1,44,"$49,390",1,5187.3
1,18,"$46,397",1,5253.7
1,57,"$28,805",1,4158.7
1,26,"$52,314",1,4590.2
1,42,"$34,221",1,4469.9
1,59,"$47,927",1,4142.9
1,28,"$38,311",1,5010.6
1,75,"$60,346",0,4505.8
1,49,"$52,142",0,6003.4
1,36,"$48,710",0,5784.2
1,70,"$40,567",1,5897.0
1,73,"$45,370",1,5456.5
1,31,"$33,403",1,4721.3
1,27,"$35,820",0,4977.8
1,82,"$46,437",1,4808.8
1,81,"$16,470",1,5685.4
1,23,"$60,234",1,4548.5
1,47,"$58,872",1,4980.6
1,72,"$46,675",0,4500.8
1,29,"$37,821",1,6037.8
1,41,"$29,988",1,4512.7
1,18,"$34,448",1,5662.9
1,55,"$43,826",0,4921.6
1,55,"$39,704",0,4331.9
1,46,"$42,459",1,4587.0
1,47,"$71,401",1,5720.5
1,31,"$25,557",1,4610.2
1,42,"$39,939",1,5093.5
1,24,"$41,565",0,5764.5
